SVpos_x_1,SVpos_y_1,SVpos_z_1,SVpos_x_2,SVpos_y_2,SVpos_z_2,SVpos_x_3,SVpos_y_3,SVpos_z_3,SVpos_x_4,SVpos_y_4,SVpos_z_4,SVpos_x_5,SVpos_y_5,SVpos_z_5,SVpos_x_6,SVpos_y_6,SVpos_z_6,SVpos_x_7,SVpos_y_7,SVpos_z_7
2264853.07589534,26011926.5880513,4865500.16159245,8556436.70769129,12684320.78185,21709868.1080844,-23388207.8632934,12575496.5431524,521148.47842192,-17511847.8111681,4908533.35703615,19356251.254346,-10762617.6646522,19757753.5608093,14114539.0053967,-19473277.2875698,16287999.2674374,-7804840.01408078,-14192854.8063194,-8888681.65550997,20614974.8235053
2264548.16676952,26012531.4955082,4862407.1091995,8553999.2464634,12685609.6355056,21710075.5679728,-23388397.9937679,12575274.0024575,517976.011268617,-17513850.5378273,4907102.06341606,19354802.1115661,-10762755.7242677,19755953.0478016,14116953.7965108,-19474279.364398,16288220.3577825,-7801877.78126022,-14190574.124045,-8889970.69988967,20615989.0154488
2264243.30970191,26013136.0323427,4859313.95336031,8551561.83671815,12686898.6422155,21710282.565986,-23388587.7834974,12575051.2888008,514803.533095532,-17515853.1937419,4905670.98356946,19353352.5570187,-10762893.8747523,19754152.2396857,14119368.287291,-19475281.0982351,16288441.3343334,-7798915.38245707,-14188293.4033399,-8891259.93503305,20617002.7687934
2263938.50464333,26013740.1985376,4856220.6941407,8549124.47851675,12688187.8019518,21710489.1021194,-23388777.2325041,12574828.4021358,511631.043970158,-17517855.778849,4904240.11750885,19351902.5907347,-10763032.1161466,19752351.1365037,14121782.4776859,-19476282.4890818,16288662.1970364,-7795952.81773437,-14186012.6442683,-8892549.36092515,20618016.0835176
2263633.75154418,26014343.9940758,4853127.33160616,8546687.17192027,12689477.1146863,21710695.1763689,-23388966.3408104,12574605.3424166,508458.543959833,-17519858.2930854,4902809.46524654,19350452.2127447,-10763170.4484918,19750549.7382972,14124196.3676444,-19477283.5369389,16288882.945838,-7792990.08715499,-14183731.8468941,-8893838.97755115,20619028.9595997
2263329.05035607,26014947.4189398,4850033.86582311,8544249.91699021,12690766.5803908,21710900.7887298,-23389155.1084383,12574382.1095971,505286.033132363,-17521860.7363878,4901379.02679542,19349001.4230797,-10763308.8718284,19748748.0451088,14126609.9571147,-19478284.2418067,16289103.5806848,-7790027.19078225,-14181451.0112821,-8895128.78489572,20620041.3970183
2263024.4010294,26015550.4731126,4846940.29685706,8541812.71378764,12692056.1990373,21711105.9391979,-23389343.5354102,12574158.703631,502113.511555085,-17523863.1086931,4899948.80216776,19347550.2217707,-10763447.3861972,19746946.0569802,14129023.2460456,-19479284.6036859,16289324.1015232,-7787064.12867905,-14179170.1374961,-8896418.782944,20621053.3957516
2262719.80351496,26016153.1565769,4843846.62477383,8539375.56237356,12693345.9705976,21711310.6277689,-23389531.6217482,12573935.1244723,498940.97929534,-17525865.4099384,4898518.79137589,19346098.6088483,-10763585.9916391,19745143.7739534,14131436.234386,-19480284.6225774,16289544.5082996,-7784100.90090829,-14176889.2256002,-8897708.97168112,20622064.9557784
2262415.25776356,26016755.4693157,4840752.84963923,8536938.4628095,12694635.8950436,21711514.8544383,-23389719.3674747,12573711.3720749,495768.436420931,-17527867.6400603,4897088.99443254,19344646.5843436,-10763724.6881949,19743341.1960706,14133848.9220843,-19481284.2984816,16289764.8009605,-7781137.50753328,-14174608.275659,-8898999.35109178,20623076.077077
2262110.76372598,26017357.4113117,4837658.97151909,8534501.41515648,12695925.9723472,21711718.6192017,-23389906.7726119,12573487.4463928,492595.8829992,-17529869.7989957,4895659.41134999,19343194.1482874,-10763863.4759054,19741538.3233738,14136261.3090892,-19482283.6313994,16289984.9794523,-7778173.94861693,-14172327.2877365,-8900289.92116107,20624086.7596259
2261806.32135279,26017958.9825479,4834564.99047892,8532064.41947551,12697216.2024802,21711921.922055,-23390093.8371821,12573263.3473796,489423.319097486,-17531871.8866816,4894230.04214056,19341741.3007105,-10764002.3548113,19739735.1559049,14138673.3953496,-19483282.6213316,16290205.0437215,-7775210.22422215,-14170046.2618968,-8901580.68187403,20625097.0034037
2261501.93059521,26018560.1830069,4831470.90658514,8529627.47582811,12698506.5854143,21712124.7629938,-23390280.5612076,12573039.0749894,486250.744783595,-17533873.9030547,4892800.88681691,19340288.0416441,-10764141.3249535,19737931.6937063,14141085.1808138,-19484281.2682786,16290424.9937146,-7772246.33441227,-14167765.1982044,-8902871.63321538,20626106.8083887
2261197.59140381,26019161.0126719,4828376.71990329,8527190.58427526,12699797.1211215,21712327.1420136,-23390466.9447107,12572814.6291762,483078.160124866,-17535875.8480519,4891371.94539131,19338834.3711189,-10764280.3863726,19736127.9368199,14143496.6654308,-19485279.5722413,16290644.8293781,-7769282.27925021,-14165484.0967232,-8904162.77517012,20627116.1745595
2260893.30372936,26019761.4715256,4825282.43049919,8524753.74487798,12701087.8095736,21712529.0591103,-23390652.9877137,12572590.0098937,479905.565188641,-17537877.7216102,4889943.21787603,19337380.2891658,-10764419.5391095,19734323.8852876,14145907.8491493,-19486277.5332206,16290864.5506584,-7766318.05879889,-14163202.9575175,-8905454.10772329,20628125.1018948
2260589.06752263,26020361.5595509,4822188.03843866,8522316.95769775,12702378.6507422,21712730.5142795,-23390838.690239,12572365.2170961,476732.960042726,-17539879.5236662,4888514.70428369,19335925.7958158,-10764558.7832048,19732519.5391519,14148318.7319178,-19487275.1512169,16291084.157502,-7763353.67312165,-14160921.7806515,-8906745.63085955,20629133.5903729
2260284.88273441,26020961.2767309,4819093.54378755,8519880.22279557,12703669.6445992,21712931.507517,-23391024.0523089,12572140.2507371,473560.344754461,-17541881.254157,4887086.40462653,19334470.8910999,-10764698.1186993,19730714.8984548,14150729.313685,-19488272.4262313,16291303.6498553,-7760389.12228142,-14158640.5661895,-8908037.34456388,20630141.6399725
2259980.74931545,26021560.6230483,4815998.94661169,8517443.54023257,12704960.7911164,21713132.0388184,-23391209.0739457,12571915.1107707,470387.719391344,-17543882.9130193,4885658.31891691,19333015.575049,-10764837.5456338,19728909.9632383,14153139.5943999,-19489269.3582644,16291523.0276649,-7757424.40634126,-14156359.3141956,-8909329.24882117,20631149.250672
2259676.66721631,26022159.5984863,4812904.24697662,8515006.91006975,12706252.0902657,21713332.1081796,-23391393.7551719,12571689.7971508,467215.084020717,-17545884.5001901,4884230.44716701,19331559.847694,-10764977.0640491,19727104.7335444,14155549.574011,-19490265.9473172,16291742.2908772,-7754459.52536411,-14154078.0247339,-8910621.34361636,20632156.4224502
2259372.63638817,26022758.2030276,4809809.44494876,8512570.33236857,12707543.5420185,21713531.7155962,-23391578.0960098,12571464.3098315,464042.438710384,-17547886.015606,4882802.78938944,19330103.709066,-10765116.6739857,19725299.2094157,14157959.2524671,-19491262.1933903,16291961.4394387,-7751494.47941332,-14151796.6978687,-8911913.62893409,20633163.1552855
2259068.65678158,26023356.4366554,4806714.54059367,8510133.80719001,12708835.1463467,21713730.861064,-23391762.0964818,12571238.6487667,460869.78352769,-17549887.4592041,4881375.34559637,19328647.1591959,-10765256.3754844,19723493.3908941,14160368.6297168,-19492258.0964846,16292180.4732959,-7748529.26855185,-14149515.3336643,-8913206.10475928,20634169.4491564
2258764.72834729,26023954.2993525,4803619.53397719,8507697.33459502,12710126.9032222,21713929.5445788,-23391945.7566104,12571012.8139103,457697.118539977,-17551888.8309213,4879948.11579997,19327190.1981147,-10765396.168586,19721687.2780216,14162777.7057092,-19493253.6566011,16292399.3923952,-7745563.89284262,-14147233.9321845,-8914498.77107688,20635175.3040418
2258460.85103607,26024551.791102,4800524.42516516,8505260.91464506,12711418.8126165,21714127.7661363,-23392129.0764179,12570786.8052163,454524.44381505,-17553890.1306942,4878521.1000128,19325732.8258534,-10765536.0533311,19719880.8708408,14165186.4803926,-19494248.8737404,16292618.1966832,-7742598.35234902,-14144952.4934939,-8915791.62787145,20636180.71992
2258157.02479864,26025148.9118869,4797429.21422342,8502824.54740109,12712710.8745013,21714325.5257323,-23392312.0559267,12570560.6226387,451351.759420255,-17555891.3584597,4877094.29824698,19324275.042443,-10765676.0297603,19718074.1693936,14167594.9537159,-19495243.7479035,16292836.8861063,-7739632.64713399,-14142671.0176566,-8917084.67512791,20637185.6967697
2257853.24958554,26025745.6616903,4794333.90121754,8500388.23292406,12714003.0888485,21714522.8233626,-23392494.6951594,12570334.2661314,448179.065422932,-17557892.514155,4875667.71051465,19322816.8479144,-10765816.0979145,19716267.1737221,14170003.1256281,-19496238.2790913,16293055.4606111,-7736666.77726047,-14140389.5047365,-8918377.91283114,20638190.2345696
2257549.52534795,26026342.0404951,4791238.48621396,8497951.9712754,12715295.4556295,21714719.6590231,-23392676.9941383,12570107.7356485,445006.361890891,-17559893.5977164,4874241.33682834,19321358.2422989,-10765956.2578342,19714459.8838689,14172410.9960777,-19497232.4673046,16293273.920144,-7733700.74279187,-14138107.9547982,-8919671.34096569,20639194.3332982
2257245.85203639,26026938.0482844,4788142.96927823,8495515.76251606,12716587.9748161,21714916.0327095,-23392858.9528859,12569881.0311439,441833.648891475,-17561894.6090812,4872815.17720012,19319899.2256273,-10766096.50956,19712652.299876,14174818.5650135,-19498226.3125443,16293492.2646515,-7730734.54379112,-14135826.3679056,-8920964.95951642,20640197.9929342
2256942.22960159,26027533.6850413,4785047.35047622,8493079.60670714,12717880.64638,21715111.9444176,-23393040.5714248,12569654.1525717,438660.926492181,-17563895.548186,4871389.23164225,19318439.7979307,-10766236.8531328,19710844.4217856,14177225.8323844,-19499219.8148114,16293710.4940801,-7727768.18032135,-14133544.744123,-8922258.76846808,20641201.2134562
2256638.65799428,26028128.9507489,4781951.62987377,8490643.50390957,12719173.4702929,21715307.3941433,-23393221.8497774,12569427.0998857,435488.194760355,-17565896.4149678,4869963.50016678,19316979.9592401,-10766377.2885931,19709036.2496399,14179632.7981392,-19500212.974107,16293928.6083763,-7724801.65244551,-14131263.0835144,-8923552.76780551,20642203.9948431
2256335.13716519,26028723.8453902,4778855.80753676,8488207.45418477,12720466.4465262,21715502.3818825,-23393402.7879661,12569199.8730402,432315.453763805,-17567897.2093633,4868537.98278619,19315519.7095867,-10766517.8159816,19707227.7834814,14182039.4622265,-19501205.7904317,16294146.6074867,-7721834.960227,-14128981.3861441,-8924846.9575132,20643206.3370732
2256031.66706505,26029318.3689484,4775759.88353104,8485771.45759366,12721759.5750517,21715696.9076309,-23393583.3860136,12568972.4719891,429142.703569874,-17569897.9313094,4867112.67951253,19314059.0490015,-10766658.4353388,19705419.0233522,14184445.8245952,-19502198.2637866,16294364.4913576,-7718868.1037288,-14126699.6520764,-8926141.33757597,20644208.2401254
2255728.24764437,26029912.5214066,4772663.85792217,8483335.51419715,12723052.855841,21715890.9713845,-23393763.6439424,12568744.8966862,425969.944245908,-17571898.5807432,4865687.59035783,19312597.9775154,-10766799.1467055,19703609.9692945,14186851.8851943,-19503190.3941728,16294582.2599356,-7715901.08301387,-14124417.8813752,-8927435.90797863,20645209.7039784
2255424.87885428,26030506.3027479,4769567.73077663,8480899.62405664,12724346.2888656,21716084.573139,-23393943.561775,12568517.1470859,422797.175859715,-17573899.1576011,4864262.71533453,19311136.4951598,-10766939.9501222,19701800.6213507,14189257.6439722,-19504182.1815911,16294799.9131673,-7712933.89814564,-14122136.0741049,-8928730.66870563,20646210.7286107
2255121.5606453,26031099.7129554,4766471.50215999,8478463.78723297,12725639.8740973,21716277.7128905,-23394123.1395339,12568289.2231419,419624.398478641,-17575899.6618202,4862838.05445458,19309674.6019656,-10767080.8456296,19699990.9795632,14191663.1008781,-19505173.6260427,16295017.4509991,-7709966.54918708,-14119854.2303295,-8930025.61974179,20647211.3140012
2254818.29296813,26031692.7520124,4763375.17213811,8476028.0037872,12726933.6115075,21716470.3906347,-23394302.3772418,12568061.1248084,416451.612170031,-17577900.0933375,4861413.60773009,19308212.2979639,-10767221.8332683,19698181.043974,14194068.2558607,-19506164.7275285,16295234.8733775,-7706999.03620117,-14117572.3501132,-8931320.7610718,20648211.4601286
2254515.07577348,26032285.4199019,4760278.74077687,8473592.27378063,12728227.5010677,21716662.6063677,-23394481.2749211,12567832.8520396,413278.817001693,-17579900.4520894,4859989.37517341,19306749.5831858,-10767362.9130788,19696370.8146258,14196473.1088687,-19507155.4860494,16295452.1802491,-7704031.35925135,-14115290.4335203,-8932616.0926801,20649211.1669715
2254211.90901206,26032877.7166072,4757182.20814214,8471156.59727415,12729521.5427496,21716854.3600852,-23394659.8325944,12567604.4047894,410106.013040974,-17581900.7380131,4858565.35679651,19305286.4576626,-10767504.0851017,19694560.2915608,14198877.659851,-19508145.9016065,16295669.3715604,-7701063.51840059,-14113008.4806149,-8933911.61455146,20650210.4345087
2253908.79263457,26033469.6421114,4754085.57429981,8468720.97432883,12730815.7365248,21717045.6517832,-23394838.0502844,12567375.7830118,406933.200355374,-17583900.9510454,4857141.55261148,19303822.9214252,-10767645.3493776,19692749.4748212,14201281.9087565,-19509135.974201,16295886.4472578,-7698095.51371204,-14110726.4914612,-8935207.32667049,20651209.262719
2253605.7265915,26034061.1963979,4750988.83931545,8466285.40500553,12732110.0823647,21717236.4814577,-23395015.9280138,12567146.9866609,403760.379012239,-17585901.0911231,4855717.96263027,19302358.9745048,-10767786.7059472,19690938.3644494,14203685.8555342,-19510125.703834,16296103.4072879,-7695127.34524871,-14108444.4661231,-8936503.2290219,20652207.651581
2253302.71083396,26034652.3794498,4747892.00325554,8463849.88936562,12733404.5802408,21717426.8491046,-23395193.465805,12566918.0156908,400587.549079379,-17587901.1581829,4854294.58686523,19300894.6169326,-10767928.1548509,19689126.9604879,14206089.5001327,-19511115.0905063,16296320.2515973,-7692159.01307402,-14106162.404665,-8937799.32159007,20653205.6010736
2252999.74531244,26035243.1912502,4744795.06618567,8461414.42746998,12734699.2301247,21717616.7547198,-23395370.6636808,12566688.8700557,397414.71062414,-17589901.1521619,4852871.42532828,19299429.8487397,-10768069.6961293,19687315.2629789,14208492.8425009,-19512104.1342192,16296536.9801324,-7689190.51725098,-14103880.3071511,-8939095.60435969,20654203.1111755
2252696.82997762,26035833.6317826,4741698.02817172,8458979.01937947,12735994.0319879,21717806.1982992,-23395547.5216639,12566459.5497094,394241.86371387,-17591901.0729968,4851448.47803133,19297964.6699573,-10768211.329823,19685503.2719649,14210895.8825878,-19513092.8349739,16296753.5928397,-7686221.85784261,-14101598.1736453,-8940392.07731543,20655200.1818656
2252393.9647802,26036423.7010301,4738600.88927959,8456543.66515546,12737288.9858018,21717995.179839,-23395724.0397767,12566230.0546063,391069.008416378,-17593900.9206244,4850025.74498669,19296499.0806166,-10768353.0559725,19683690.9874883,14213298.6203422,-19514081.1927712,16296970.0896658,-7683253.03491234,-14099316.004212,-8941688.74044164,20656196.8131224
2252091.14967085,26037013.398976,4735503.64957517,8454108.36485878,12738584.0915379,21718183.699335,-23395900.2180421,12566000.3847003,387896.144799011,-17595900.6949816,4848603.22620624,19295033.0807487,-10768494.8746183,19681878.4095915,14215701.0557129,-19515069.2076125,16297186.4705573,-7680284.04852319,-14097033.7989153,-8942985.59372297,20657193.004925
2251788.38460004,26037602.7256037,4732406.30912404,8451673.11855029,12739879.3491679,21718371.7567832,-23396076.0564827,12565770.5399454,384723.272929118,-17597900.3960054,4847180.92170185,19293566.6703848,-10768636.785801,19680065.5383167,14218103.188649,-19516056.8794989,16297402.7354605,-7677314.89873818,-14094751.5578191,-8944282.63714405,20658188.7572521
2251485.66951887,26038191.6808963,4729308.8679927,8449237.92629134,12741174.7586628,21718559.3521797,-23396251.5551213,12565540.5202961,381550.392874508,-17599900.0236323,4845758.8314858,19292099.8495562,-10768778.7895611,19678252.3737067,14220505.0190992,-19517044.2084314,16297618.8843222,-7674345.58562078,-14092469.280988,-8945579.87068919,20659184.0700825
2251183.00437781,26038780.2648372,4726211.32624675,8446802.78814276,12742470.3199944,21718746.4855204,-23396426.7139804,12565310.3257062,378377.504702529,-17601899.5777993,4844336.95556993,19290632.618294,-10768920.8859391,19676438.9158037,14222906.5470125,-19518031.1944113,16297834.9170888,-7671376.109234,-14090186.9684859,-8946877.29434301,20660178.943395
2250880.38912752,26039368.4774098,4723113.68395209,8444367.70416538,12743766.0331341,21718933.1568014,-23396601.533083,12565079.9561298,375204.608480529,-17603899.0584434,4842915.29396608,19289164.9766294,-10769063.0749755,19674625.1646501,14225307.7723378,-19519017.8374399,16298050.8337068,-7668406.46964088,-14087904.6203767,-8948174.90809011,20661173.3771685
2250577.82371866,26039956.3185974,4720015.94117462,8441932.67442054,12745061.8980531,21719119.3660186,-23396776.0124516,12564849.4115212,372031.704276319,-17605898.4655011,4841493.84668647,19287696.9245937,-10769205.3567108,19672811.1202886,14227708.6950239,-19520004.1375182,16298266.6341228,-7665436.66690489,-14085622.236725,-8949472.71191474,20662167.3713817
2250275.30810191,26040543.7883834,4716918.09798024,8439497.69896906,12746357.914723,21719305.1131682,-23396950.152109,12564618.6918344,368858.792157248,-17607897.7989095,4840072.61374292,19286228.4622181,-10769347.7311855,19670996.7827615,14230109.3150199,-19520990.0946475,16298482.3182834,-7662466.70108905,-14083339.8175947,-8950770.7058015,20663160.9260136
2249972.84222792,26041130.8867511,4713820.15443486,8437062.77787192,12747654.0831151,21719490.3982462,-23397123.952078,12564387.7970237,365685.872190818,-17609897.0586054,4838651.59514735,19284759.5895339,-10769490.19844,19669182.1521114,14232509.6322745,-19521975.708829,16298697.886135,-7659496.57225657,-14081057.36305,-8952068.88973484,20664154.041043
2249670.42604714,26041717.6136839,4710722.11060409,8434627.91118993,12748950.4032009,21719675.2212485,-23397297.4123814,12564156.727043,362512.944444378,-17611896.2445256,4837230.79091157,19283290.3065722,-10769632.758515,19667367.2283805,14234909.646737,-19522960.980064,16298913.3376242,-7656526.28047046,-14078774.8731549,-8953367.26369931,20665146.7164489
2249368.05951064,26042303.9691652,4707623.96655443,8432193.09898441,12750246.8749517,21719859.5821714,-23397470.5330419,12563925.4818467,359340.008985739,-17613895.3566069,4835810.20104774,19281820.6133644,-10769775.4114507,19665552.0116116,14237309.358356,-19523945.9083537,16299128.6726975,-7653555.82579424,-14076492.3479737,-8954665.82767913,20666138.95221
2249065.74256887,26042889.9531783,4704525.72235151,8429758.34131616,12751543.4983388,21720043.4810109,-23397643.3140824,12563694.0613888,356167.06588225,-17615894.3947861,4834389.82556762,19280350.5099417,-10769918.1572876,19663736.5018472,14239708.7670805,-19524930.4936993,16299343.8913016,-7650585.20829094,-14074209.7875705,-8955964.58165882,20667130.7483053
2248763.47517246,26043475.5657068,4701427.37806122,8427323.63824598,12752840.2733337,21720226.917763,-23397815.7555256,12563462.4656235,352994.115201261,-17617893.3590003,4832969.66448296,19278879.9963354,-10770060.9960664,19661920.6991295,14242107.8728597,-19525914.7361023,16299558.9933829,-7647614.42802361,-14071927.1920093,-8957263.5256229,20668122.1047137
2248461.25727207,26044060.806734,4698328.9337495,8424888.98983515,12754137.1999076,21720409.8924239,-23397987.8573944,12563230.694505,349821.157010583,-17619892.249186,4831549.7178059,19277409.0725768,-10770203.9278272,19660104.6035015,14244506.6756422,-19526898.6355637,16299773.978888,-7644643.48505575,-14069644.5613544,-8958562.65955556,20669113.021414
2248159.08881833,26044645.6762434,4695230.38948225,8422454.39614446,12755434.2780318,21720592.4049897,-23398159.6197115,12562998.7479875,346648.191377567,-17621891.0652801,4830129.98554816,19275937.7386971,-10770346.9526106,19658288.2150054,14246905.1753772,-19527882.1920849,16299988.8477635,-7641672.37945042,-14067361.89567,-8959861.98344128,20670103.4983852
2247856.96976168,26045230.1742186,4692131.74532511,8420019.85723472,12756731.5076779,21720774.4554565,-23398331.0425,12562766.626025,343475.218369561,-17623889.8072197,4828710.46772146,19274465.9947277,-10770490.0704572,19656471.5336838,14249303.3720137,-19528865.4056675,16300203.5999559,-7638701.11127069,-14065079.1950198,-8961161.49726454,20671093.5356063
2247554.90005316,26045814.3006428,4689033.00134458,8417585.37316717,12758028.8888169,21720956.0438203,-23398502.1257824,12562534.328572,340302.238054379,-17625888.4749412,4827291.16433789,19272993.8407,-10770633.2814071,19654654.5595795,14251701.2655005,-19529848.2763124,16300418.2354118,-7635729.68058005,-14062796.4594685,-8962461.20100948,20672083.133056
2247252.8796432,26046398.0554996,4685934.1576063,8415150.94400261,12759326.4214202,21721137.1700775,-23398672.8695819,12562301.8555824,337129.250499369,-17627887.0683818,4825872.07540913,19271521.2766451,-10770776.5855008,19652837.2927348,14254098.8557866,-19530830.8040212,16300632.7540777,-7632758.08744158,-14060513.6890798,-8963761.09466055,20673072.2907135
2246950.90848242,26046981.4387725,4682835.21417619,8412716.56980196,12760624.105459,21721317.834224,-23398843.2739212,12562069.2070106,333956.255772037,-17629885.5874781,4824453.20094701,19270048.3025945,-10770919.9827789,19651019.7331925,14256496.1428212,-19531812.9887952,16300847.1559002,-7629786.3319185,-14058230.8839181,-8965061.17820209,20674061.0085577
2246648.98652127,26047564.4504451,4679736.17112018,8410282.25062599,12761921.9409048,21721498.0362561,-23399013.3388232,12561836.3828107,330783.253939733,-17631884.0321672,4823034.5409631,19268574.9185793,-10771063.4732817,19649201.8809948,14258893.1265532,-19532794.8306359,16301061.4408258,-7626814.41407388,-14055948.0440471,-8966361.45161859,20675049.2865675
2246347.11371074,26048147.0905008,4676637.02850421,8407847.98653596,12763219.9277287,21721677.7761699,-23399183.0643109,12561603.3829369,327610.24507027,-17633882.4023856,4821616.0954696,19267101.1246312,-10771207.0570494,19647383.7361849,14261289.8069315,-19533776.3295444,16301275.6088012,-7623842.33397125,-14053665.1695314,-8967661.91489403,20676037.1247219
2246045.29000126,26048729.3589232,4673537.7863942,8405413.77759261,12764518.0659019,21721857.0539616,-23399352.4504071,12561370.2073435,324437.229230998,-17635880.6980702,4820197.86447807,19265626.9207813,-10771350.7341225,19645565.298805,14263686.1839051,-19534757.4855223,16301489.6597729,-7620870.09167369,-14051382.260435,-8968962.56801286,20677024.5229998
2245743.51534323,26049311.2556959,4670438.4448558,8402979.6238567,12765816.3553958,21722035.8696273,-23399521.4971348,12561136.8559846,321264.206489268,-17637878.9191581,4818779.84800013,19264152.307061,-10771494.5045415,19643746.5688978,14266082.2574233,-19535738.2985711,16301703.5936874,-7617897.68724428,-14049099.3168217,-8970263.41095948,20678011.4813804
2245441.78968769,26049892.7808024,4667339.00395553,8400545.52538947,12767114.7961815,21722214.2231634,-23399690.2045169,12560903.3288146,318091.176912895,-17639877.0655859,4817362.04604779,19262677.2835018,-10771638.3683466,19641927.546506,14268478.0274348,-19536718.7686919,16301917.4104914,-7614925.12074655,-14046816.338756,-8971564.44371794,20678997.9998425
2245140.11298504,26050473.9342262,4664239.46375905,8398111.48225165,12768413.3882302,21722392.1145659,-23399858.5725763,12560669.6257877,314918.140569228,-17641875.1372903,4815944.45863265,19261201.8501349,-10771782.3255782,19640108.2316723,14270873.4938888,-19537698.8958864,16302131.1101315,-7611952.39224361,-14044533.3263019,-8972865.66627261,20679984.0783653
2244838.48518588,26051054.715951,4661139.82433228,8395677.49450398,12769712.1315132,21722569.5438312,-23400026.6013362,12560435.746858,311745.097525618,-17643873.1342085,4814527.0857663,19259726.0069918,-10771926.3762768,19638288.6244391,14273268.6567344,-19538678.680156,16302344.692554,-7608979.50179854,-14042250.2795233,-8974167.07860785,20680969.7169276
2244536.90624081,26051635.1259603,4658040.08574118,8393243.56220769,12771011.0260016,21722746.5109554,-23400194.2908193,12560201.6919799,308572.047849881,-17645871.056277,4813109.92746071,19258249.7541039,-10772070.5204825,19636468.7248494,14275663.5159204,-19539658.1215021,16302558.1577058,-7606006.44947489,-14039967.1984846,-8975468.68070767,20681954.9155086
2244235.37610044,26052215.1642379,4654940.24805169,8390809.68542349,12772310.0716667,21722923.0159347,-23400361.6410487,12559967.4611076,305398.991609367,-17647868.9034328,4811692.98372743,19256773.0915026,-10772214.7582358,19634648.5329458,14278058.071396,-19540637.2199263,16302771.5055334,-7603033.23533576,-14037684.0832499,-8976770.4725564,20682939.6740873
2243933.89471536,26052794.8307673,4651840.31132976,8388375.86421227,12773609.2684795,21723099.0587654,-23400528.6520474,12559733.0541953,302225.928871582,-17649866.6756126,4810276.25457816,19255296.0192193,-10772359.0895769,19632828.0487709,14280452.3231102,-19541615.9754299,16302984.7359833,-7600059.8594444,-14035400.933883,-8978072.45413825,20683923.9926426
2243632.46203595,26053374.1255322,4648740.27564104,8385942.09863475,12774908.6164114,21723274.6394438,-23400695.3238384,12559498.4711973,299052.859703878,-17651864.3727534,4808859.74002441,19253818.5372853,-10772503.5145463,19631007.2723673,14282846.2710123,-19542594.3880147,16303197.849002,-7597086.32186394,-14033117.7504482,-8979374.62543754,20684907.8711539
2243331.07801322,26053953.0485162,4645640.14105208,8383508.38875213,12776208.1154333,21723449.7579661,-23400861.6564448,12559263.712068,295879.784174069,-17653861.9947918,4807443.44007812,19252340.6457323,-10772648.0331841,19629186.203778,14285239.915051,-19543572.4576819,16303410.8445363,-7594112.62265791,-14030834.5330097,-8980676.98643821,20685891.3095999
2243029.74259756,26054531.5997029,4642539.90762854,8381074.73462511,12777507.7655164,21723624.4143287,-23401027.6498895,12559028.7767616,292706.702349508,-17655859.5416648,4806027.3547508,19250862.3445915,-10772792.6455307,19627364.8430455,14287633.2551756,-19544550.1844332,16303623.7225327,-7591138.76188944,-14028551.2816314,-8981979.53712457,20686874.3079599
2242728.45573953,26055109.7790762,4639439.57543636,8378641.13631438,12778807.566632,21723798.6085277,-23401193.3041957,12558793.6652323,289533.614297546,-17657857.0133092,4804611.48405393,19249383.6338944,-10772937.3516266,19625543.1902125,14290026.2913353,-19545527.5682702,16303836.4829377,-7588164.73962165,-14026267.9963774,-8983282.27748088,20687856.866213
2242427.21738974,26055687.5866196,4636339.14454152,8376207.59388115,12780107.518751,21723972.3405594,-23401358.6193863,12558558.3774345,286360.520085999,-17659854.4096617,4803195.82799941,19247904.5136726,-10773082.1515117,19623721.245322,14292419.0234788,-19546504.6091943,16304049.1256981,-7585190.5559181,-14023984.6773121,-8984585.20749106,20688838.9843381
2242126.02749874,26056265.0223168,4633238.61500997,8373774.10738609,12781407.6218445,21724145.6104203,-23401523.5954845,12558322.9133225,283187.419782219,-17661851.7306592,4801780.3865987,19246424.9839575,-10773227.0452265,19621899.0084165,14294811.4515555,-19547481.3072071,16304261.6507604,-7582216.21084193,-14021701.3244993,-8985888.32713936,20689820.6623145
2241824.8860169,26056842.0861518,4630137.98690738,8371340.6768899,12782707.8758839,21724318.4181066,-23401688.2325133,12558087.2728504,280014.313453557,-17663848.9762387,4800365.15986328,19244945.0447805,-10773372.0328113,19620076.4795388,14297203.5755145,-19548457.6623103,16304474.058071,-7579241.70445627,-14019417.938003,-8987191.63641001,20690801.9001213
2241523.79289522,26057418.778108,4627037.2603003,8368907.30245373,12784008.2808399,21724490.7636145,-23401852.5304959,12557851.4559729,276841.201167831,-17665846.1463367,4798950.14780496,19243464.6961731,-10773517.1143063,19618253.6587319,14299595.3953048,-19549433.6745054,16304686.3475768,-7576267.03682468,-14017134.5178876,-8988495.13528691,20691782.6977374
2241222.74808406,26057995.0981693,4623936.43525441,8366473.98413827,12785308.8366837,21724662.6469406,-23402016.4894553,12557615.462644,273668.082992392,-17667843.2408902,4797535.3504352,19241983.9381669,-10773662.2897517,19616430.5460384,14301986.9108754,-19550409.343794,16304898.5192243,-7573292.20801031,-14014851.0642171,-8989798.82375426,20692763.0551422
2240921.75153397,26058571.0463195,4620835.51183568,8364040.72200434,12786609.5433864,21724834.068081,-23402180.1094146,12557379.2928181,270494.958994748,-17669840.259836,4796120.76776555,19240502.7707934,-10773807.5591879,19614607.1415011,14304378.1221757,-19551384.6701777,16305110.5729601,-7570317.21807645,-14012567.5770555,-8991102.70179615,20693742.9723148
