SVpos_x_1,SVpos_y_1,SVpos_z_1,SVpos_x_2,SVpos_y_2,SVpos_z_2,SVpos_x_3,SVpos_y_3,SVpos_z_3,SVpos_x_4,SVpos_y_4,SVpos_z_4,SVpos_x_5,SVpos_y_5,SVpos_z_5,SVpos_x_6,SVpos_y_6,SVpos_z_6,SVpos_x_7,SVpos_y_7,SVpos_z_7
2216994.00973502,26103440.4922787,4372448.75634721,8169567.15732748,12891152.2785497,21737049.9721829,-23414173.4157982,12537909.8228695,16632.1538508171,-17829351.2105612,4683650.78252572,19120685.836492,-10785737.194239,19467793.0140356,14494684.6961047,-19628299.9373372,16321688.1130941,-7331801.60730156,-13829785.7652177,-9096025.73457945,20770708.1637596
2216696.75787414,26103986.2629061,4369340.08400121,8167138.64744831,12892465.10767,21737183.9450488,-23414309.6546465,12537659.20567,13458.7824544422,-17831341.8954249,4682253.62777379,19119171.6157809,-10785890.2098774,19465946.1132439,14497051.0931284,-19629247.4950385,16321890.438853,-7328813.77718257,-13827499.7779422,-9097344.91417235,20771652.3537154
2216399.5502102,26104531.6603355,4366231.31869883,8164710.19872131,12893778.0852375,21737317.4554627,-23414445.5564317,12537408.4082494,10285.4107717357,-17833332.4994989,4680856.68862635,19117656.9883153,-10786043.3227804,19464098.9241533,14499417.1817318,-19630194.7100132,16322092.6423292,-7325825.7911453,-13825213.7624243,-9098664.28199279,20772596.1017606
2216102.38669332,26105076.684552,4363122.4605059,8162281.81120669,12895091.2112226,21737450.5034218,-23414581.1211779,12537157.4305623,7112.03887005563,-17835323.0227199,4679459.96509379,19116141.9541272,-10786196.5329878,19462251.4468074,14501782.9618645,-19631141.5822641,16322294.7234695,-7322837.64925316,-13822927.7187279,-9099983.83802392,20773539.4078752
2215805.26727422,26105621.3355402,4360013.50948917,8159853.48496519,12896404.4855952,21737583.0889232,-23414716.3489091,12536906.2725639,3938.6668172237,-17837313.4650246,4678063.45718685,19114626.513249,-10786349.8405389,19460403.6812502,14504148.4334761,-19632088.1117938,16322496.6822206,-7319849.35157002,-13820641.6469172,-9101303.58224858,20774482.2720391
2215508.191903,26106165.6132851,4356904.46571448,8157425.22005704,12897717.9083255,21737715.2119641,-23414851.2396496,12536654.9342088,765.294680597825,-17839303.82635,4676667.16491588,19113110.665713,-10786503.2454735,19458555.6275253,14506513.5965163,-19633034.298605,16322698.5185295,-7316860.8981593,-13818355.547056,-9102623.51464992,20775424.6942321
2215211.16052998,26106709.5177715,4353795.32924796,8154997.01654243,12899031.4793836,21737846.8725418,-23414985.7934236,12536403.4154519,-2408.07747246938,-17841294.1066327,4675271.08829123,19111594.4115513,-10786656.7478311,19456707.2856761,14508878.450935,-19633980.1427008,16322900.2323427,-7313872.28908445,-13816069.4192081,-9103943.63521105,20776366.6744343
2214914.17310544,26107253.0489844,4350686.10015577,8152568.8744821,12900345.1987395,21737978.0706533,-23415120.010255,12536151.7162483,-5581.44957414555,-17843284.3058096,4673875.2273236,19110077.7507963,-10786810.3476512,19454858.6557467,14511242.9966816,-19634925.6440835,16323101.8236073,-7310883.52440932,-13813783.2634376,-9105263.94391479,20777308.2126255
2214617.22957969,26107796.2069088,4347576.77850405,8150140.79393624,12901659.0663633,21738108.806296,-23415253.8901682,12535899.8365527,-8754.82155707807,-17845274.4238174,4672479.5820233,19108560.6834802,-10786964.0449735,19453009.7377807,14513607.2337059,-19635870.8027562,16323303.2922699,-7307894.60419737,-13811497.0798084,-9106584.44074424,20778249.3087858
2214320.32990302,26108338.9915295,4344467.36435895,8147712.77496521,12902973.0822251,21738239.0794669,-23415387.4331873,12535647.77632,-11928.1933537544,-17847264.4605929,4671084.15240076,19107043.2096352,-10787117.8398374,19451160.5318217,14515971.1619576,-19636815.6187216,16323504.6382774,-7304905.52851218,-13809210.8683843,-9107905.12568238,20779189.9628952
2214023.47402552,26108881.4028315,4341357.85778633,8145284.81762923,12904287.2462949,21738368.8901635,-23415520.6393366,12535395.5355049,-15101.5648968167,-17849254.416073,4669688.93846627,19105525.3292937,-10787271.7322826,19449311.0379134,14518334.7813865,-19637760.0919826,16323705.8615765,-7301916.29741719,-13806924.6292291,-9109225.99871231,20780130.1749337
2213726.6618979,26109423.4407997,4338248.25885294,8142856.92198896,12905601.5585428,21738498.2383828,-23415653.5086403,12535143.1140627,-18274.9361184431,-17851244.2901944,4668293.94023049,19104007.0424879,-10787425.7223485,19447461.2560997,14520698.0919422,-19638704.2225419,16323906.9621142,-7298926.9109763,-13804638.3624071,-9110547.05981675,20781069.9448811
2213429.89347023,26109965.1054191,4335138.56762464,8140429.0881046,12906916.0189388,21738627.1241222,-23415786.0411224,12534890.511948,-21448.3069512758,-17853234.0828939,4666899.15770368,19102488.3492502,-10787579.8100747,19445611.1864244,14523061.0935744,-19639648.0104024,16324107.9398372,-7295937.36925295,-13802352.067982,-9111868.30897877,20782009.2727176
2213133.16869261,26110506.3966748,4332028.78416757,8138001.31603634,12908230.6274529,21738755.5473789,-23415918.2368075,12534637.7291157,-24621.6773279569,-17855223.7941084,4665504.59089603,19100969.2496128,-10787733.9955009,19443760.828931,14525423.786233,-19640591.4555671,16324308.7946921,-7292947.6723106,-13800065.7460175,-9113189.74618147,20782948.1584232
2212836.48751571,26111047.3145517,4328918.90854791,8135573.60584483,12909545.384055,21738883.5081502,-23416050.0957196,12534384.765521,-27795.0471806647,-17857213.4237744,4664110.23981828,19099449.7436082,-10787888.2786662,19441910.1836636,14527786.1698675,-19641534.5580387,16324509.5266261,-7289957.82021315,-13797779.3965778,-9114511.37140745,20783886.6019779
2212539.8498896,26111587.8590347,4325808.94083182,8133145.95759025,12910860.2887153,21739011.0064333,-23416181.6178829,12534131.6211185,-30968.4164420413,-17859202.9718289,4662716.10448059,19097929.8312685,-10788042.6596104,19440059.2506659,14530148.2444278,-19642477.31782,16324710.1355858,-7286967.81302406,-13795493.0197268,-9115833.1846398,20784824.6033616
2212243.25576435,26112128.0301091,4322698.88108514,8130718.37133276,12912175.3414037,21739138.0422256,-23416312.803322,12533878.2958633,-34141.7850447289,-17861192.4382088,4661322.18489318,19096409.5126261,-10788197.1383729,19438208.0299814,14532510.0098637,-19643419.7349141,16324910.621518,-7283977.65080679,-13793206.6155282,-9117155.18586151,20785762.1625546
2211946.70509066,26112667.8277597,4319588.72937467,8128290.84713302,12913490.54209,21739264.6155243,-23416443.6520609,12533624.7897103,-37315.1529209057,-17863181.8228505,4659928.48106663,19094888.7877135,-10788351.7149932,19436356.5216544,14534871.4661247,-19644361.8093238,16325110.9843697,-7280987.33362526,-13790920.1840461,-9118477.37505526,20786699.2795368
2211650.1978186,26113207.2519717,4316478.48576625,8125863.38505118,12914805.8907444,21739390.7263267,-23416574.1641239,12533371.1026145,-40488.520003214,-17865171.1256912,4658534.99301113,19093367.6565629,-10788506.3895108,19434504.7257284,14537232.6131607,-19645303.541052,16325311.2240876,-7277996.86154293,-13788633.7253444,-9119799.75220403,20787635.9542882
2211353.73389841,26113746.30273,4313368.15032607,8123435.98514755,12916121.3873367,21739516.3746302,-23416704.3395355,12533117.2345308,-43661.8862241412,-17867160.3466674,4657141.72073697,19091846.1192067,-10788661.1619652,19432652.6422473,14539593.4509216,-19646244.9301017,16325511.3406185,-7275006.23462342,-13786347.2394868,-9121122.31729068,20788572.186789
2211057.31328038,26114284.9800199,4310257.72312028,8121008.64748229,12917437.0318369,21739641.5604321,-23416834.1783199,12532863.185414,-46835.2515163297,-17869149.4857162,4655748.66425432,19090324.1756771,-10788816.0323958,19430800.2712549,14541953.9793571,-19647185.9764759,16325711.3339092,-7272015.45293022,-13784060.7265372,-9122445.07029819,20789507.9770192
2210760.93591476,26114823.2838263,4307147.20421508,8118581.37211601,12918752.8242149,21739766.2837297,-23416963.6805014,12532608.9552193,-50008.6158119579,-17871138.542774,4654355.82357371,19088801.8260068,-10788971.0008421,19428947.6127951,14544314.1984168,-19648126.6801774,16325911.2039067,-7269024.51652725,-13781774.1865598,-9123768.01120916,20790443.324959
2210464.60175181,26115361.2141344,4304036.59367662,8116154.15910885,12920068.7644406,21739890.5445203,-23417092.8461044,12532354.5439016,-53181.9790436679,-17873127.5177778,4652963.19870527,19087279.0702281,-10789126.0673435,19427094.6669119,14546674.1080507,-19649067.0412092,16326110.9505577,-7266033.42547798,-13779487.6196182,-9125091.14000652,20791378.2305883
2210168.31074156,26115898.7709293,4300925.89157078,8113727.00852094,12921384.8524841,21740014.3428014,-23417221.6751533,12532099.9514158,-56355.3411441021,-17875116.4106645,4651570.78965913,19085755.9083732,-10789281.2319396,19425241.4336488,14549033.7082086,-19650007.0595745,16326310.5738091,-7263042.17984591,-13777201.0257763,-9126414.45667323,20792312.6938875
2209872.06283472,26116435.9541962,4297815.09796436,8111299.9204129,12922701.0883149,21740137.6785703,-23417350.1676724,12531845.1777169,-59528.7020454389,-17877105.2213706,4650178.59644579,19084232.3404747,-10789436.4946696,19423387.91305,14551392.9988401,-19650946.7352761,16326510.0736076,-7260050.77969497,-13774914.4050981,-9127737.96119183,20793246.7148365
2209575.8579813,26116972.7639201,4294704.21292323,8108872.89484483,12924017.4719032,21740260.5518244,-23417478.323686,12531590.22276,-62702.0616803206,-17879093.9498331,4648786.61907533,19082708.366565,-10789591.855573,19421534.1051594,14553751.9798952,-19651886.068317,16326709.4499003,-7257059.22508865,-13772627.7576475,-9129061.65354525,20794180.2934154
2209279.69613155,26117509.2000863,4291593.23651356,8106445.93187686,12925334.0032188,21740382.962561,-23417606.1432188,12531335.0864999,-65875.4199813895,-17881082.5959888,4647394.85755784,19081183.9866763,-10789747.3146894,19419680.0100206,14556110.6513237,-19652825.0587004,16326908.7026338,-7254067.51609046,-13770341.0834882,-9130385.53371637,20795113.4296045
2208983.57723573,26118045.2626799,4288482.16880155,8104019.03156958,12926650.6822314,21740504.9107776,-23417733.6262949,12531079.7688918,-69048.7768808243,-17883071.1597742,4646003.31190379,19079659.2008413,-10789902.8720579,19417825.6276779,14558469.0130752,-19653763.7064291,16327107.8317551,-7251075.65276432,-13768054.3826844,-9131709.60168772,20796046.1233839
2208687.50124406,26118580.951686,4285371.00985339,8101592.1939831,12927967.508911,21740626.3964715,-23417860.7729387,12530824.2698907,-72222.1323112674,-17885059.6411264,4644611.98212323,19078134.0090924,-10790058.5277181,19415970.958175,14560827.0650998,-19654702.0115063,16327306.837211,-7248083.63517375,-13765767.6552997,-9133033.85744218,20796978.3747337
2208391.4681068,26119116.26709,4282259.75973526,8099165.41917766,12929284.4832274,21740747.4196402,-23417987.5831749,12530568.5894514,-75395.4862052065,-17887048.039982,4643220.86822634,19076608.411462,-10790214.2817094,19414116.0015559,14563184.8073471,-19655639.9739351,16327505.7189483,-7245091.4633824,-13763480.901398,-9134358.30096249,20797910.183634
2208095.47777395,26119651.208877,4279148.41851304,8096738.70721336,12930601.6051505,21740867.9802811,-23418114.0570278,12530312.727529,-78568.8384952841,-17889036.3562781,4641829.97022314,19075082.4079824,-10790370.1340712,19412260.7578643,14565542.2397673,-19656577.5937186,16327704.4769138,-7242099.13745379,-13761194.1210432,-9135682.93223148,20798841.5500652
2207799.53019619,26120185.7770322,4276036.98625355,8094312.05815078,12931918.87465,21740988.0783916,-23418240.1945217,12530056.6840787,-81742.1891136789,-17891024.589951,4640439.28812404,19073555.9986863,-10790526.0848427,19410405.2271446,14567899.3623098,-19657514.8708597,16327903.1110546,-7239106.65745185,-13758907.3142993,-9137007.75123165,20799772.4740073
2207503.62532353,26120719.9715409,4272925.46302267,8091885.47205,12933236.2916957,21741107.7139692,-23418365.9956813,12529800.4590554,-84915.5379930334,-17893012.7409378,4639048.82193907,19072029.1836061,-10790682.1340634,19408549.4094405,14570256.1749247,-19658451.8053616,16328101.6213174,-7236114.02344012,-13756620.4812301,-9138332.75794581,20800702.9554406
2207207.7631062,26121253.7923883,4269813.84888659,8089458.94897109,12934553.8562575,21741226.8870113,-23418491.460531,12529544.052414,-88088.8850659902,-17895000.8091753,4637658.57167819,19070501.9627742,-10790838.2817727,19406693.3047958,14572612.677562,-19659388.3972276,16328300.007649,-7233121.23548212,-13754333.6218992,-9139657.95235677,20801632.9943453
2206911.94349441,26121787.2395597,4266702.14391153,8087032.48897461,12935871.5683051,21741345.5975155,-23418616.5890953,12529287.4641098,-91262.2302647282,-17896988.7946001,4636268.5373518,19068974.3362232,-10790994.5280099,19404836.9132549,14574968.8701712,-19660324.6464605,16328498.2699964,-7230128.2936418,-13752046.736371,-9140983.33444697,20802562.5907014
2206616.1664384,26122320.3130403,4263590.34816366,8084606.09212063,12937189.4278082,21741463.845479,-23418741.3813986,12529030.6940977,-94435.5735218899,-17898976.6971491,4634878.71896986,19067446.3039856,-10791150.8728143,19402980.2348616,14577324.7527024,-19661260.5530637,16328696.4083064,-7227135.19798269,-13749759.8247089,-9142308.90419921,20803491.7444894
2206320.43188816,26122853.0128156,4260478.46170891,8082179.75846919,12938507.4347368,21741581.6308996,-23418865.8374655,12528773.7423328,-97608.914770118,-17900964.5167591,4633489.11654232,19065917.8660938,-10791307.3162253,19401123.2696597,14579680.3251055,-19662196.1170404,16328894.4225258,-7224141.94856834,-13747472.8869769,-9143634.66159625,20804420.4556895
2206024.73979434,26123385.3388706,4257366.48461407,8079753.48808085,12939825.5890604,21741698.9537746,-23418989.9573205,12528516.6087702,-100782.253941591,-17902952.2533668,4632099.73007952,19064389.0225804,-10791463.8582822,19399266.0176936,14582035.5873302,-19663131.3383936,16329092.3126017,-7221148.54546269,-13745185.923239,-9144960.6066205,20805348.7242817
2205729.09010695,26123917.2911908,4254254.41694505,8077327.28101566,12941143.8907487,21741815.8141015,-23419113.7409882,12528259.2933649,-103955.590968953,-17904939.906909,4630710.55959139,19062859.773478,-10791620.4990244,19397408.4790071,14584390.5393266,-19664066.2171264,16329290.0784807,-7218154.98872931,-13742898.9335589,-9146286.73925471,20806276.5502465
2205433.48277618,26124448.8697615,4251142.25876806,8074901.13733381,12942462.3397717,21741932.211878,-23419237.188493,12528001.7960721,-107128.925784691,-17906927.4773226,4629321.60508797,19061330.1188189,-10791777.238491,19395550.6536443,14586745.1810445,-19665000.7532423,16329487.7201098,-7215161.27843187,-13740611.9180005,-9147613.05948148,20807203.9335641
2205137.91775225,26124980.0745681,4248030.01014931,8072475.05709525,12943780.936099,21742048.1471014,-23419360.2998597,12527744.1168465,-110302.258321448,-17908914.9645444,4627932.86657911,19059800.0586358,-10791934.0767217,19393692.5416491,14589099.5124339,-19665934.9467444,16329685.2374358,-7212167.41463392,-13738324.8766275,-9148939.5672836,20808130.8742148
2204842.39498537,26125510.9055959,4244917.67115501,8070049.0403607,12945099.6797001,21742163.6197693,-23419483.0751127,12527486.2556437,-113475.588511404,-17910902.3685109,4626544.34407523,19058269.5929614,-10792091.0137554,19391834.1430657,14591453.5334445,-19666868.7976358,16329882.6304058,-7209173.39739944,-13736037.809504,-9150266.26264333,20809057.3721787
2204546.91442572,26126041.3628303,4241805.24185137,8067623.08719007,12946418.5705449,21742278.6298793,-23419605.5142765,12527228.2124186,-116648.916287201,-17912889.6891591,4625156.03758612,19056738.721828,-10792248.0496315,19389975.4579382,14593807.2440264,-19667802.3059198,16330079.8989665,-7206179.22679198,-13733750.7166938,-9151593.14554341,20809983.4274363
2204251.47602331,26126571.4462566,4238692.72230431,8065197.19764339,12947737.6086032,21742393.1774289,-23419727.6173759,12526969.9871263,-119822.241581482,-17914876.9264259,4623767.94712168,19055207.4452682,-10792405.1843894,19388116.4863106,14596160.6441296,-19668735.4715997,16330277.0430647,-7203184.9028751,-13731463.5982605,-9152920.21596653,20810909.0399679
2203956.07972875,26127101.1558603,4235580.11258065,8062771.37178117,12949056.7938443,21742507.2624157,-23419849.3844354,12526711.5797219,-122995.564326426,-17916864.0802478,4622380.07269212,19053675.7633147,-10792562.4180682,19386257.228227,14598513.7337037,-19669668.2946787,16330474.0626475,-7200190.4257128,-13729176.4542684,-9154247.473895,20811834.2097536
2203660.72549202,26127630.4916267,4232467.41274631,8060345.60966342,12950376.126238,21742620.8848373,-23419970.8154796,12526452.9901605,-126168.884454678,-17918851.1505617,4620992.41430731,19052143.676,-10792719.7507073,19384397.6837316,14600866.512699,-19670600.7751601,16330670.9576618,-7197195.79536862,-13726889.2847809,-9155574.9193115,20812758.9367739
2203365.41326332,26128159.4535414,4229354.62286752,8057919.91135013,12951695.6057542,21742734.0446912,-23420091.9105332,12526194.2183971,-129342.201898879,-17920838.1373045,4619604.97197707,19050611.1833567,-10792877.182346,19382537.8528682,14603218.9810653,-19671532.9130473,16330867.7280542,-7194201.01190615,-13724602.089862,-9156902.55219866,20813683.221009
2203070.14299283,26128688.0415896,4226241.74301048,8055494.27690181,12953015.2323622,21742846.741975,-23420212.6696207,12525935.2643872,-132515.516591209,-17922825.0404128,4618217.74571161,19049078.2854175,-10793034.7130234,19380677.7356813,14605571.1387525,-19672464.7083435,16331064.3737719,-7191206.07538938,-13722314.8695756,-9158230.37253878,20814607.0624394
2202774.91463074,26129216.2557569,4223128.77324144,8053068.70637843,12954335.0060318,21742958.9766864,-23420333.092767,12525676.1280856,-135688.828464313,-17924811.8598235,4616830.73552072,19047544.982215,-10793192.3427787,19378817.3322149,14607922.9857106,-19673396.1610519,16331260.8947617,-7188210.98588188,-13720027.6239856,-9159558.38031447,20815530.4610453
2202479.72812701,26129744.0960289,4220015.71362631,8050643.19983999,12955654.9267326,21743070.7488229,-23420453.1799966,12525416.8094474,-138862.137450832,-17926798.5954734,4615443.9414142,19046011.2737816,-10793350.0716514,19376956.6425129,14610274.5218896,-19674327.2711762,16331457.2909704,-7185215.74344723,-13717740.3531555,-9160886.57550835,20816453.4168071
2202184.58343225,26130271.5623908,4216902.56423192,8048217.75734697,12956974.9944341,21743182.0583822,-23420572.9313342,12525157.3084281,-142035.443482946,-17928785.2472991,4614057.36340224,19044477.1601502,-10793507.8996805,19375095.6666198,14612625.7472394,-19675258.0387193,16331653.5623451,-7182220.34814944,-13715453.0571495,-9162214.95810267,20817375.9297052
2201889.48049643,26130798.6548281,4213789.32512422,8045792.37895933,12958295.209106,21743292.9053619,-23420692.3468045,12524897.6249826,-145208.7464933,-17930771.8152376,4612671.00149458,19042942.6413533,-10793665.8269052,19373234.4045797,14614976.66171,-19676188.4636848,16331849.7088326,-7179224.80005209,-13713165.7360312,-9163543.52808002,20818297.9997199
2201594.41926972,26131325.3733265,4210675.99636943,8043367.06473721,12959615.5707178,21743403.2897596,-23420811.4264322,12524637.7590661,-148382.046414382,-17932758.2992255,4611284.85570111,19041407.7174236,-10793823.8533649,19371372.8564366,14617327.2652514,-19677118.546076,16332045.7303798,-7176229.09921891,-13710878.3898646,-9164872.28542284,20819219.6268316
2201299.39970229,26131851.7178714,4207562.57803378,8040941.81474058,12960936.0792393,21743513.211573,-23420930.1702421,12524377.7106337,-151555.343178835,-17934744.6991998,4609898.92603157,19039872.3883937,-10793981.9790987,19369511.0222346,14619677.5578138,-19678048.2858964,16332241.6269335,-7173233.24571349,-13708591.0187133,-9166201.2301137,20820140.8110208
2201004.4217443,26132377.6884484,4204449.07018352,8038516.62902988,12962256.7346397,21743622.6707998,-23421048.5782587,12524117.4796407,-154728.63671884,-17936731.0150971,4608513.21249608,19038336.6542963,-10794140.2041457,19367648.9020183,14622027.5393468,-19678977.6831493,16332437.3984408,-7170237.23959986,-13706303.6226413,-9167530.36213481,20821061.5522678
2200709.48534593,26132903.2850429,4201335.47288487,8036091.50766509,12963577.5368887,21743731.6674376,-23421166.650507,12523857.0660423,-157901.92696704,-17938717.2468542,4607127.71510436,19036800.5151641,-10794298.5285452,19365786.4958315,14624377.2098006,-19679906.737838,16332633.0448486,-7167241.08094161,-13704016.2017124,-9168859.6814687,20821981.850553
2200414.59045713,26133428.5076407,4198221.78620379,8033666.45070613,12964898.485956,21743840.2014841,-23421284.3870117,12523596.4697935,-161075.213856079,-17940703.3944081,4605742.4338661,19035263.9710296,-10794456.9523364,19363923.8037186,14626726.5691254,-19680835.4499663,16332828.5661036,-7164244.76980233,-13701728.7559903,-9170189.18809788,20822901.705857
2200119.73702848,26133953.3562271,4195108.01020712,8031241.45821344,12966219.5818108,21743948.272937,-23421401.7877974,12523335.6908497,-164248.497318137,-17942689.4576952,4604357.3687914,19033727.0219258,-10794615.4755583,19362060.8257238,14629075.6172708,-19681763.8195372,16333023.962153,-7161248.30624606,-13699441.285539,-9171518.88200454,20823821.1181599
2199824.92500992,26134477.8307878,4191994.1449608,8028816.53024697,12967540.8244228,21744055.881794,-23421518.8528889,12523074.7291661,-167421.777285858,-17944675.4366526,4602972.51988991,19032189.6678852,-10794774.0982502,19360197.5618914,14631424.3541871,-19682691.8465543,16333219.2329436,-7158251.69033641,-13697153.7904222,-9172848.76317117,20824740.0874424
2199530.15435161,26135001.9313084,4188880.19053107,8026391.66686665,12968862.2137617,21744163.0280528,-23421635.5823112,12522813.5846976,-170595.053691886,-17946661.331217,4601587.88717133,19030651.9089405,-10794932.8204513,19358334.0122654,14633772.7798245,-19683619.5310213,16333414.3784223,-7155254.92213698,-13694866.2707036,-9174178.83158025,20825658.6136849
2199235.4250037,26135525.6577745,4185766.14698419,8023966.8681329,12970183.7497966,21744269.7117111,-23421751.9760889,12522552.2573999,-173768.326468402,-17948647.141325,4600203.47064567,19029113.7451245,-10795091.6422007,19356470.1768903,14636120.8941326,-19684546.8729413,16333609.3985361,-7152258.00171182,-13692578.7264473,-9175509.08721391,20826576.6968678
2198940.73691634,26136049.0101717,4182652.0143864,8021542.13410563,12971505.4324971,21744375.9327667,-23421868.0342469,12522290.7472278,-176941.595548049,-17950632.8669136,4598819.27032258,19027575.1764698,-10795250.5635374,19354606.0558103,14638468.6970617,-19685473.872318,16333804.2932319,-7149260.92912454,-13690291.1577169,-9176839.53005462,20827494.3369716
2198646.09003968,26136571.9884857,4179537.79280396,8019117.46484492,12972827.2618328,21744481.6912173,-23421983.75681,12522029.0541368,-180114.860863318,-17952618.5079194,4597435.28621183,19026036.2030093,-10795409.5845006,19352741.6490697,14640816.1885618,-19686400.5291548,16333999.0624566,-7146263.7044389,-13688003.5645763,-9178170.1600847,20828411.5339768
2198351.48432364,26137094.5927022,4176423.48230282,8016692.86041069,12974149.2377732,21744586.9870607,-23422099.143803,12521767.1780818,-183288.122346852,-17954604.0642795,4596051.51832302,19024496.8247756,-10795568.7051296,19350876.9567126,14643163.3685831,-19687326.8434554,16334193.7061571,-7143266.32771853,-13685715.9470891,-9179500.97728661,20829328.2878638
