pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7,pr1_8,pr1_9,pr1_10,pr1_11,pr1_12,pr1_13,pr1_14,pr1_15,pr1_16,pr1_17,pr1_18,pr1_19,pr1_20,pr1_21,pr1_22,pr1_23,pr1_24,pr1_25,pr1_26,pr1_27,pr1_28,pr1_29,pr1_30,pr1_31,pr1_32,pr1_33,pr1_34,pr1_35,pr1_36,pr1_37,pr1_38,pr1_39,pr1_40,pr1_41,pr1_42,pr1_43,pr1_44,pr1_45,pr1_46,pr1_47,pr1_48,pr1_49,pr1_50,pr1_51,pr1_52,pr1_53,pr1_54,pr1_55,pr1_56,pr1_57,pr1_58,pr1_59,pr1_60,pr1_61,pr1_62,pr1_63,pr1_64,pr1_65,pr1_66,pr1_67,pr1_68,pr1_69,pr1_70,pr1_71,pr1_72,pr1_73,pr1_74,pr1_75,pr1_76,pr1_77,pr1_78,pr1_79,pr1_80,pr1_81,pr1_82,pr1_83,pr1_84,pr1_85,pr1_86,pr1_87,pr1_88,pr1_89,pr1_90,pr1_91,pr1_92,pr1_93,pr1_94,pr1_95,pr1_96,pr1_97,pr1_98,pr1_99,pr1_100,pr1_101,pr1_102,pr1_103,pr1_104,pr1_105,pr1_106,pr1_107,pr1_108,pr1_109,pr1_110,pr1_111,pr1_112,pr1_113,pr1_114,pr1_115,pr1_116,pr1_117,pr1_118,pr1_119,pr1_120,pr1_121,pr1_122,pr1_123,pr1_124,pr1_125,pr1_126,pr1_127,pr1_128,pr1_129,pr1_130,pr1_131,pr1_132,pr1_133,pr1_134,pr1_135,pr1_136,pr1_137,pr1_138,pr1_139,pr1_140,pr1_141,pr1_142,pr1_143,pr1_144,pr1_145,pr1_146,pr1_147,pr1_148,pr1_149,pr1_150,pr1_151,pr1_152,pr1_153,pr1_154,pr1_155,pr1_156,pr1_157,pr1_158
23776710.908,24876808.662,21685002.751,24004288.348,NaN,21916676.072,NaN,NaN,24503321.084,NaN,NaN,NaN,NaN,21719469.617,NaN,NaN,20555070.043,NaN,20789239.568,NaN,26001007.752,24301399.294,NaN,NaN,NaN,NaN,NaN,21029800.534,NaN,NaN,NaN,NaN,NaN,NaN,21609715.286,20413222.173,22834058.231,NaN,NaN,NaN,21698695.846,22113723.797,NaN,NaN,NaN,NaN,NaN,23988717.529,NaN,22227297.513,20297217.414,22090279.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26885934.598,NaN,26292886.013,NaN,NaN,NaN,NaN,NaN,NaN,22014568.818,23680701.189,NaN,NaN,NaN,NaN,NaN,NaN,26474872.996,NaN,NaN,NaN,NaN,26278944.566,24885710.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26578508.696,37580846.373,NaN,37441567.387,38050167.717,NaN,NaN,36449366.115,36815295.68,NaN,36244555.991,NaN,NaN,37489476.652,NaN,NaN,NaN,NaN,NaN,22205182.131,24304165.993,NaN,25019374.16,NaN,NaN,NaN,24850853.787,NaN,NaN,23172303.76,NaN,NaN,NaN,NaN,NaN,22034264.256,NaN,NaN,36626578.524,NaN,35950695.614,NaN,NaN,NaN,24777854.249,26322581.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43258685.214,26240026.513,NaN,37439609.15,38853660.542,NaN,NaN,NaN
23777270.27,24876395.124,21685422.237,24003886.995,NaN,21916357.861,NaN,NaN,24502766.805,NaN,NaN,NaN,NaN,21719999.53,NaN,NaN,20554966.331,NaN,20788892.801,NaN,26001448.771,24302020.769,NaN,NaN,NaN,NaN,NaN,21030051.962,NaN,NaN,NaN,NaN,NaN,NaN,21610055.582,20412843.491,22833241.488,NaN,NaN,NaN,21699201.326,22113653.292,NaN,NaN,NaN,NaN,NaN,23989474.8,NaN,22227681.576,20297260.237,22089874.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26885620.254,NaN,26292447.118,NaN,NaN,NaN,NaN,NaN,NaN,22014521.341,23680982.366,NaN,NaN,NaN,NaN,NaN,NaN,26474868.589,NaN,NaN,NaN,NaN,26279496.169,24885863.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26578192.271,37580846.377,NaN,37441560.591,38050168.27,NaN,NaN,36449564.731,36815312.861,NaN,36244650.784,NaN,NaN,37489441.624,NaN,NaN,NaN,NaN,NaN,22204942.513,24304482.727,NaN,25018737.404,NaN,NaN,NaN,24851241.074,NaN,NaN,23172601.19,NaN,NaN,NaN,NaN,NaN,22034141.993,NaN,NaN,36626562.386,NaN,35950819.577,NaN,NaN,NaN,24777409.564,26323115.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43258897.813,26239709.358,NaN,37439609.859,38853659.872,NaN,NaN,NaN
23777829.691,24875981.662,21685841.875,24003485.715,NaN,21916039.749,NaN,NaN,24502212.569,NaN,NaN,NaN,NaN,21720529.575,NaN,NaN,20554862.727,NaN,20788546.14,NaN,26001889.809,24302642.323,NaN,NaN,NaN,NaN,NaN,21030303.544,NaN,NaN,NaN,NaN,NaN,NaN,21610396.072,20412465.006,22832424.81,NaN,NaN,NaN,21699706.951,22113583.007,NaN,NaN,NaN,NaN,NaN,23990232.098,NaN,22228065.709,20297303.148,22089470.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26885306.069,NaN,26292008.315,NaN,NaN,NaN,NaN,NaN,NaN,22014473.935,23681263.6,NaN,NaN,NaN,NaN,NaN,NaN,26474864.321,NaN,NaN,NaN,NaN,26280047.854,24886016.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26577875.907,37580846.435,NaN,37441553.861,38050168.873,NaN,NaN,36449763.422,36815330.093,NaN,36244745.654,NaN,NaN,37489406.663,NaN,NaN,NaN,NaN,NaN,22204703.054,24304799.601,NaN,25018100.722,NaN,NaN,NaN,24851628.461,NaN,NaN,23172898.714,NaN,NaN,NaN,NaN,NaN,22034019.825,NaN,NaN,36626546.308,NaN,35950943.622,NaN,NaN,NaN,24776964.934,26323648.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43259110.49,26239392.281,NaN,37439610.623,38853659.241,NaN,NaN,NaN
23778389.101,24875568.213,21686261.594,24003084.511,NaN,21915721.677,NaN,NaN,24501658.328,NaN,NaN,NaN,NaN,21721059.693,NaN,NaN,20554759.176,NaN,20788199.527,NaN,26002330.817,24303263.891,NaN,NaN,NaN,NaN,NaN,21030555.229,NaN,NaN,NaN,NaN,NaN,NaN,21610736.711,20412086.656,22831608.149,NaN,NaN,NaN,21700212.661,22113512.857,NaN,NaN,NaN,NaN,NaN,23990989.368,NaN,22228449.86,20297346.047,22089065.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26884991.939,NaN,26291569.542,NaN,NaN,NaN,NaN,NaN,NaN,22014426.547,23681544.826,NaN,NaN,NaN,NaN,NaN,NaN,26474860.13,NaN,NaN,NaN,NaN,26280599.553,24886169.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26577559.548,37580846.494,NaN,37441547.115,38050169.47,NaN,NaN,36449962.134,36815347.332,NaN,36244840.542,NaN,NaN,37489371.705,NaN,NaN,NaN,NaN,NaN,22204463.688,24305116.561,NaN,25017464.055,NaN,NaN,NaN,24852015.9,NaN,NaN,23173196.263,NaN,NaN,NaN,NaN,NaN,22033897.682,NaN,NaN,36626530.232,NaN,35951067.689,NaN,NaN,NaN,24776520.289,26324182.893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43259323.184,26239075.208,NaN,37439611.379,38853658.604,NaN,NaN,NaN
23778948.504,24875154.802,21686681.412,24002683.372,NaN,21915403.659,NaN,NaN,24501104.118,NaN,NaN,NaN,NaN,21721589.891,NaN,NaN,20554655.688,NaN,20787852.975,NaN,26002771.812,24303885.498,NaN,NaN,NaN,NaN,NaN,21030807.028,NaN,NaN,NaN,NaN,NaN,NaN,21611077.49,20411708.461,22830791.521,NaN,NaN,NaN,21700718.505,22113442.883,NaN,NaN,NaN,NaN,NaN,23991746.622,NaN,22228834.039,20297389.072,22088660.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26884677.888,NaN,26291130.811,NaN,NaN,NaN,NaN,NaN,NaN,22014379.182,23681826.073,NaN,NaN,NaN,NaN,NaN,NaN,26474856.029,NaN,NaN,NaN,NaN,26281151.284,24886323.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26577243.206,37580846.551,NaN,37441540.371,38050170.067,NaN,NaN,36450160.879,36815364.575,NaN,36244935.461,NaN,NaN,37489336.763,NaN,NaN,NaN,NaN,NaN,22204224.423,24305433.623,NaN,25016827.41,NaN,NaN,NaN,24852403.391,NaN,NaN,23173493.856,NaN,NaN,NaN,NaN,NaN,22033775.581,NaN,NaN,36626514.166,NaN,35951191.8,NaN,NaN,NaN,24776075.65,26324716.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43259535.918,26238758.167,NaN,37439612.137,38853657.97,NaN,NaN,NaN
23779507.9,24874741.399,21687101.326,24002282.279,NaN,21915085.68,NaN,NaN,24500549.879,NaN,NaN,NaN,NaN,21722120.168,NaN,NaN,20554552.264,NaN,20787506.472,NaN,26003212.792,24304507.13,NaN,NaN,NaN,NaN,NaN,21031058.918,NaN,NaN,NaN,NaN,NaN,NaN,21611418.426,20411330.421,22829974.914,NaN,NaN,NaN,21701224.437,22113373.054,NaN,NaN,NaN,NaN,NaN,23992503.868,NaN,22229218.251,20297432.084,22088255.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26884363.93,NaN,26290692.116,NaN,NaN,NaN,NaN,NaN,NaN,22014331.827,23682107.323,NaN,NaN,NaN,NaN,NaN,NaN,26474852.023,NaN,NaN,NaN,NaN,26281703.034,24886476.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26576926.872,37580846.61,NaN,37441533.627,38050170.685,NaN,NaN,36450359.649,36815381.82,NaN,36245030.416,NaN,NaN,37489301.832,NaN,NaN,NaN,NaN,NaN,22203985.254,24305750.771,NaN,25016190.787,NaN,NaN,NaN,24852790.935,NaN,NaN,23173791.48,NaN,NaN,NaN,NaN,NaN,22033653.513,NaN,NaN,36626498.117,NaN,35951315.935,NaN,NaN,NaN,24775631.008,26325250.667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43259748.678,26238441.137,NaN,37439612.894,38853657.343,NaN,NaN,NaN
23780067.294,24874328.02,21687521.338,24001881.235,NaN,21914767.76,NaN,NaN,24499995.639,NaN,NaN,NaN,NaN,21722650.535,NaN,NaN,20554448.899,NaN,20787160.036,NaN,26003653.728,24305128.803,NaN,NaN,NaN,NaN,NaN,21031310.926,NaN,NaN,NaN,NaN,NaN,NaN,21611759.507,20410952.525,22829158.324,NaN,NaN,NaN,21701730.465,22113303.404,NaN,NaN,NaN,NaN,NaN,23993261.102,NaN,22229602.492,20297475.145,22087851.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26884050.041,NaN,26290253.468,NaN,NaN,NaN,NaN,NaN,NaN,22014284.5,23682388.584,NaN,NaN,NaN,NaN,NaN,NaN,26474848.099,NaN,NaN,NaN,NaN,26282254.817,24886629.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26576610.556,37580846.671,NaN,37441526.894,38050171.293,NaN,NaN,36450558.454,36815399.09,NaN,36245125.407,NaN,NaN,37489266.909,NaN,NaN,NaN,NaN,NaN,22203746.192,24306068.019,NaN,25015554.192,NaN,NaN,NaN,24853178.527,NaN,NaN,23174089.148,NaN,NaN,NaN,NaN,NaN,22033531.49,NaN,NaN,36626482.078,NaN,35951440.109,NaN,NaN,NaN,24775186.372,26325784.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43259961.481,26238124.134,NaN,37439613.657,38853656.718,NaN,NaN,NaN
23780626.686,24873914.669,21687941.448,24001480.272,NaN,21914449.883,NaN,NaN,24499441.424,NaN,NaN,NaN,NaN,21723180.966,NaN,NaN,20554345.6,NaN,20786813.66,NaN,26004094.631,24305750.519,NaN,NaN,NaN,NaN,NaN,21031563.036,NaN,NaN,NaN,NaN,NaN,NaN,21612100.743,20410574.763,22828341.775,NaN,NaN,NaN,21702236.601,22113233.898,NaN,NaN,NaN,NaN,NaN,23994018.291,NaN,22229986.751,20297518.282,22087446.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26883736.218,NaN,26289814.855,NaN,NaN,NaN,NaN,NaN,NaN,22014237.196,23682669.852,NaN,NaN,NaN,NaN,NaN,NaN,26474844.265,NaN,NaN,NaN,NaN,26282806.631,24886783.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26576294.253,37580846.731,NaN,37441520.163,38050171.912,NaN,NaN,36450757.285,36815416.356,NaN,36245220.425,NaN,NaN,37489231.999,NaN,NaN,NaN,NaN,NaN,22203507.231,24306385.363,NaN,25014917.623,NaN,NaN,NaN,24853566.181,NaN,NaN,23174386.855,NaN,NaN,NaN,NaN,NaN,22033409.5,NaN,NaN,36626466.05,NaN,35951564.327,NaN,NaN,NaN,24774741.742,26326318.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43260174.312,26237807.146,NaN,37439614.421,38853656.098,NaN,NaN,NaN
23781186.05,24873501.309,21688361.622,24001079.317,NaN,21914132.032,NaN,NaN,24498887.162,NaN,NaN,NaN,NaN,21723711.452,NaN,NaN,20554242.336,NaN,20786467.316,NaN,26004535.534,24306372.224,NaN,NaN,NaN,NaN,NaN,21031815.219,NaN,NaN,NaN,NaN,NaN,NaN,21612442.109,20410197.119,22827525.221,NaN,NaN,NaN,21702742.814,22113164.536,NaN,NaN,NaN,NaN,NaN,23994775.432,NaN,22230371.009,20297561.379,22087041.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26883422.465,NaN,26289376.253,NaN,NaN,NaN,NaN,NaN,NaN,22014189.883,23682951.094,NaN,NaN,NaN,NaN,NaN,NaN,26474840.492,NaN,NaN,NaN,NaN,26283358.438,24886937.173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26575977.933,37580846.768,NaN,37441513.4,38050172.507,NaN,NaN,36450956.11,36815433.601,NaN,36245315.447,NaN,NaN,37489197.067,NaN,NaN,NaN,NaN,NaN,22203268.341,24306702.768,NaN,25014281.045,NaN,NaN,NaN,24853953.858,NaN,NaN,23174684.57,NaN,NaN,NaN,NaN,NaN,22033287.523,NaN,NaN,36626450.007,NaN,35951688.539,NaN,NaN,NaN,24774297.08,26326852.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43260387.147,26237490.153,NaN,37439615.157,38853655.454,NaN,NaN,NaN
23781745.413,24873087.974,21688781.888,24000678.404,NaN,21913814.224,NaN,NaN,24498332.906,NaN,NaN,NaN,NaN,21724242.023,NaN,NaN,20554139.139,NaN,20786121.032,NaN,26004976.439,24306993.968,NaN,NaN,NaN,NaN,NaN,21032067.515,NaN,NaN,NaN,NaN,NaN,NaN,21612783.611,20409819.625,22826708.681,NaN,NaN,NaN,21703249.136,22113095.327,NaN,NaN,NaN,NaN,NaN,23995532.589,NaN,22230755.293,20297604.529,22086636.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26883108.76,NaN,26288937.694,NaN,NaN,NaN,NaN,NaN,NaN,22014142.593,23683232.346,NaN,NaN,NaN,NaN,NaN,NaN,26474836.809,NaN,NaN,NaN,NaN,26283910.275,24887090.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26575661.631,37580846.805,NaN,37441506.643,38050173.097,NaN,NaN,36451154.967,36815450.859,NaN,36245410.497,NaN,NaN,37489162.157,NaN,NaN,NaN,NaN,NaN,22203029.555,24307020.267,NaN,25013644.499,NaN,NaN,NaN,24854341.588,NaN,NaN,23174982.323,NaN,NaN,NaN,NaN,NaN,22033165.584,NaN,NaN,36626433.971,NaN,35951812.794,NaN,NaN,NaN,24773852.418,26327385.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43260600.01,26237173.185,NaN,37439615.898,38853654.808,NaN,NaN,NaN
23782304.799,24872674.694,21689202.293,24000277.581,NaN,21913496.486,NaN,NaN,24497778.695,NaN,NaN,NaN,NaN,21724772.689,NaN,NaN,20554036.03,NaN,20785774.833,NaN,26005417.34,24307615.764,NaN,NaN,NaN,NaN,NaN,21032319.944,NaN,NaN,NaN,NaN,NaN,NaN,21613125.292,20409442.308,22825892.189,NaN,NaN,NaN,21703755.575,22113026.313,NaN,NaN,NaN,NaN,NaN,23996289.764,NaN,22231139.634,20297647.781,22086232.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26882795.16,NaN,26288499.203,NaN,NaN,NaN,NaN,NaN,NaN,22014095.35,23683513.634,NaN,NaN,NaN,NaN,NaN,NaN,26474833.239,NaN,NaN,NaN,NaN,26284462.166,24887244.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26575345.365,37580846.871,NaN,37441499.916,38050173.718,NaN,NaN,36451353.874,36815468.15,NaN,36245505.612,NaN,NaN,37489127.278,NaN,NaN,NaN,NaN,NaN,22202790.899,24307337.888,NaN,25013008.003,NaN,NaN,NaN,24854729.404,NaN,NaN,23175280.138,NaN,NaN,NaN,NaN,NaN,22033043.71,NaN,NaN,36626417.979,NaN,35951937.114,NaN,NaN,NaN,24773407.785,26327919.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43260812.932,26236856.268,NaN,37439616.666,38853654.2,NaN,NaN,NaN
23782864.185,24872261.427,21689622.779,23999876.822,NaN,21913178.791,NaN,NaN,24497224.475,NaN,NaN,NaN,NaN,21725303.424,NaN,NaN,20553932.978,NaN,20785428.677,NaN,26005858.203,24308237.581,NaN,NaN,NaN,NaN,NaN,21032572.482,NaN,NaN,NaN,NaN,NaN,NaN,21613467.11,20409065.128,22825075.716,NaN,NaN,NaN,21704262.11,22112957.449,NaN,NaN,NaN,NaN,NaN,23997046.919,NaN,22231523.978,20297691.008,22085827.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26882481.62,NaN,26288060.735,NaN,NaN,NaN,NaN,NaN,NaN,22014048.119,23683794.919,NaN,NaN,NaN,NaN,NaN,NaN,26474829.753,NaN,NaN,NaN,NaN,26285014.072,24887398.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26575029.105,37580846.928,NaN,37441493.176,38050174.334,NaN,NaN,36451552.807,36815485.435,NaN,36245600.751,NaN,NaN,37489092.408,NaN,NaN,NaN,NaN,NaN,22202552.332,24307655.594,NaN,25012371.521,NaN,NaN,NaN,24855117.254,NaN,NaN,23175577.984,NaN,NaN,NaN,NaN,NaN,22032921.868,NaN,NaN,36626401.985,NaN,35952061.456,NaN,NaN,NaN,24772963.141,26328453.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43261025.875,26236539.354,NaN,37439617.42,38853653.581,NaN,NaN,NaN
23783423.515,24871848.136,21690043.312,23999476.076,NaN,21912861.101,NaN,NaN,24496670.22,NaN,NaN,NaN,NaN,21725834.205,NaN,NaN,20553829.939,NaN,20785082.542,NaN,26006299.004,24308859.381,NaN,NaN,NaN,NaN,NaN,21032825.066,NaN,NaN,NaN,NaN,NaN,NaN,21613809.038,20408688.033,22824259.206,NaN,NaN,NaN,21704768.696,22112888.689,NaN,NaN,NaN,NaN,NaN,23997803.967,NaN,22231908.302,20297734.232,22085422.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26882168.127,NaN,26287622.264,NaN,NaN,NaN,NaN,NaN,NaN,22014000.862,23684076.169,NaN,NaN,NaN,NaN,NaN,NaN,26474826.306,NaN,NaN,NaN,NaN,26285565.957,24887552.682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26574712.812,37580846.939,NaN,37441486.4,38050174.902,NaN,NaN,36451751.721,36815502.681,NaN,36245695.871,NaN,NaN,37489057.496,NaN,NaN,NaN,NaN,NaN,22202313.822,24307973.349,NaN,25011735.014,NaN,NaN,NaN,24855505.106,NaN,NaN,23175875.826,NaN,NaN,NaN,NaN,NaN,22032800.015,NaN,NaN,36626385.949,NaN,35952185.784,NaN,NaN,NaN,24772518.454,26328986.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43261238.807,26236222.419,NaN,37439618.125,38853652.911,NaN,NaN,NaN
23783982.835,24871434.872,21690463.947,23999075.375,NaN,21912543.456,NaN,NaN,24496115.945,NaN,NaN,NaN,NaN,21726365.057,NaN,NaN,20553726.961,NaN,20784736.465,NaN,26006739.809,24309481.233,NaN,NaN,NaN,NaN,NaN,21033077.759,NaN,NaN,NaN,NaN,NaN,NaN,21614151.118,20408311.11,22823442.712,NaN,NaN,NaN,21705275.406,22112820.098,NaN,NaN,NaN,NaN,NaN,23998561.008,NaN,22232292.648,20297777.458,22085018.292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26881854.558,NaN,26287183.834,NaN,NaN,NaN,NaN,NaN,NaN,22013953.63,23684357.429,NaN,NaN,NaN,NaN,NaN,NaN,26474822.946,NaN,NaN,NaN,NaN,26286117.875,24887706.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26574396.532,37580846.953,NaN,37441479.622,38050175.463,NaN,NaN,36451950.662,36815519.946,NaN,36245791.028,NaN,NaN,37489022.604,NaN,NaN,NaN,NaN,NaN,22202075.408,24308291.195,NaN,25011098.534,NaN,NaN,NaN,24855893.008,NaN,NaN,23176173.707,NaN,NaN,NaN,NaN,NaN,22032678.202,NaN,NaN,36626369.925,NaN,35952310.155,NaN,NaN,NaN,24772073.772,26329520.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43261451.769,26235905.509,NaN,37439618.839,38853652.251,NaN,NaN,NaN
23784542.148,24871021.624,21690884.661,23998674.715,NaN,21912225.848,NaN,NaN,24495561.679,NaN,NaN,NaN,NaN,21726895.965,NaN,NaN,20553624.04,NaN,20784390.419,NaN,26007180.549,24310103.09,NaN,NaN,NaN,NaN,NaN,21033330.552,NaN,NaN,NaN,NaN,NaN,NaN,21614493.331,20407934.327,22822626.242,NaN,NaN,NaN,21705782.198,22112751.638,NaN,NaN,NaN,NaN,NaN,23999318.007,NaN,22232677.008,20297820.735,22084613.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26881541.04,NaN,26286745.428,NaN,NaN,NaN,NaN,NaN,NaN,22013906.401,23684638.673,NaN,NaN,NaN,NaN,NaN,NaN,26474819.662,NaN,NaN,NaN,NaN,26286669.801,24887860.896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26574080.249,37580846.951,NaN,37441472.835,38050176.028,NaN,NaN,36452149.62,36815537.201,NaN,36245886.198,NaN,NaN,37488987.715,NaN,NaN,NaN,NaN,NaN,22201837.086,24308609.119,NaN,25010462.061,NaN,NaN,NaN,24856280.946,NaN,NaN,23176471.612,NaN,NaN,NaN,NaN,NaN,22032556.407,NaN,NaN,36626353.898,NaN,35952434.544,NaN,NaN,NaN,24771629.079,26330054.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43261664.748,26235588.605,NaN,37439619.537,38853651.586,NaN,NaN,NaN
23785101.524,24870608.441,21691305.517,23998274.169,NaN,21911908.335,NaN,NaN,24495007.469,NaN,NaN,NaN,NaN,21727427.023,NaN,NaN,20553521.232,NaN,20784044.484,NaN,26007621.381,24310725.033,NaN,NaN,NaN,NaN,NaN,21033583.502,NaN,NaN,NaN,NaN,NaN,NaN,21614835.742,20407557.745,22821809.843,NaN,NaN,NaN,21706289.171,22112683.404,NaN,NaN,NaN,NaN,NaN,24000075.045,NaN,22233061.449,20297864.132,22084208.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26881227.384,NaN,26286307.115,NaN,NaN,NaN,NaN,NaN,NaN,22013859.244,23684919.978,NaN,NaN,NaN,NaN,NaN,NaN,26474816.518,NaN,NaN,NaN,NaN,26287221.806,24888015.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26573764.03,37580847.005,NaN,37441466.096,38050176.629,NaN,NaN,36452348.653,36815554.523,NaN,36245981.448,NaN,NaN,37488952.885,NaN,NaN,NaN,NaN,NaN,22201598.912,24308927.188,NaN,25009825.666,NaN,NaN,NaN,24856668.992,NaN,NaN,23176769.612,NaN,NaN,NaN,NaN,NaN,22032434.703,NaN,NaN,36626337.939,NaN,35952559.02,NaN,NaN,NaN,24771184.438,26330587.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43261877.807,26235271.77,NaN,37439620.288,38853650.974,NaN,NaN,NaN
23785660.926,24870195.313,21691726.506,23997873.723,NaN,21911590.9,NaN,NaN,24494453.29,NaN,NaN,NaN,NaN,21727958.186,NaN,NaN,20553418.511,NaN,20783698.64,NaN,26008062.211,24311347.048,NaN,NaN,NaN,NaN,NaN,21033836.592,NaN,NaN,NaN,NaN,NaN,NaN,21615178.331,20407181.346,22820993.508,NaN,NaN,NaN,21706796.274,22112615.341,NaN,NaN,NaN,NaN,NaN,24000832.084,NaN,22233445.957,20297907.589,22083804.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26880913.84,NaN,26285868.874,NaN,NaN,NaN,NaN,NaN,NaN,22013812.146,23685201.319,NaN,NaN,NaN,NaN,NaN,NaN,26474813.491,NaN,NaN,NaN,NaN,26287773.868,24888169.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26573447.86,37580847.095,NaN,37441459.4,38050177.265,NaN,NaN,36452547.739,36815571.875,NaN,36246076.766,NaN,NaN,37488918.093,NaN,NaN,NaN,NaN,NaN,22201360.869,24309245.374,NaN,25009189.326,NaN,NaN,NaN,24857057.119,NaN,NaN,23177067.68,NaN,NaN,NaN,NaN,NaN,22032313.074,NaN,NaN,36626322.016,NaN,35952683.558,NaN,NaN,NaN,24770739.836,26331121.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43262090.93,26234954.992,NaN,37439621.071,38853650.379,NaN,NaN,NaN
