pr_1,pr_2,pr_3,pr_4,pr_5,pr_6,pr_7,pr_8,pr_9,pr_10,pr_11,pr_12,pr_13,pr_14,pr_15,pr_16,pr_17,pr_18,pr_19,pr_20,pr_21,pr_22,pr_23,pr_24,pr_25,pr_26,pr_27,pr_28,pr_29,pr_30,pr_31,pr_32
21599242.293,NaN,NaN,NaN,NaN,NaN,21141510.749,21208720.803,23143916.882,NaN,NaN,NaN,NaN,NaN,NaN,24424812.724,NaN,NaN,NaN,NaN,20682933.379,NaN,NaN,NaN,NaN,NaN,23372950.227,NaN,NaN,24182523.968,NaN,NaN
21598815.574,NaN,NaN,NaN,NaN,NaN,21141252.202,21209257.938,23144454.807,NaN,NaN,NaN,NaN,NaN,NaN,24425316.97,NaN,NaN,NaN,NaN,20682946.576,NaN,NaN,NaN,NaN,NaN,23373705.852,NaN,NaN,24182035.606,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21209792.705,23144994.926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682964.423,NaN,NaN,NaN,NaN,NaN,23374460.12,NaN,NaN,24181555.729,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21140743.035,21210324.631,23145534.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682978.41,NaN,NaN,NaN,NaN,NaN,23375212.861,NaN,NaN,24181074.923,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21140496.747,21210860.575,23146074.179,NaN,NaN,NaN,NaN,NaN,NaN,24426814.295,NaN,NaN,NaN,NaN,20682990.511,NaN,NaN,NaN,NaN,NaN,23375968.203,NaN,NaN,24180593.96,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19941075.047,20012222.294,21947443.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483836.703,NaN,NaN,NaN,NaN,NaN,22177553.869,NaN,NaN,NaN,NaN,NaN
20397538.663,NaN,NaN,NaN,NaN,NaN,NaN,20012759.761,21947980.986,NaN,NaN,NaN,NaN,NaN,NaN,23228637.546,NaN,NaN,NaN,NaN,19483856.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20397120.333,NaN,NaN,NaN,NaN,NaN,NaN,20013296.887,21948524.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483871.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20396696.725,NaN,NaN,NaN,NaN,NaN,NaN,20013831.876,21949061.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483887.827,NaN,NaN,NaN,NaN,NaN,22179812.206,NaN,NaN,NaN,NaN,NaN
20396270.329,NaN,NaN,NaN,NaN,NaN,NaN,20014366.716,21949604.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483901.892,NaN,NaN,NaN,NaN,NaN,22180565.454,NaN,NaN,NaN,NaN,NaN
20395839.954,NaN,NaN,NaN,NaN,NaN,19939818.256,20014902.914,21950147.661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483911.302,NaN,NaN,NaN,NaN,NaN,22181317.82,NaN,NaN,NaN,NaN,NaN
20395416.097,NaN,NaN,NaN,NaN,NaN,19939573.116,20015436.973,21950689.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483925.546,NaN,NaN,NaN,NaN,NaN,22182067.001,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20015969.462,21951228.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483939.432,NaN,NaN,NaN,NaN,NaN,22182817.535,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20016503.312,21951770.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483953.231,NaN,NaN,NaN,NaN,NaN,22183568.575,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20017036.094,21952313.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483968.168,NaN,NaN,NaN,NaN,NaN,22184318.485,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,22643793.577,NaN,NaN,NaN,20017571.937,21952856.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19483982.778,NaN,NaN,NaN,NaN,NaN,22185069.307,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,22644495.368,NaN,NaN,NaN,20018105.303,21953393.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484006.284,NaN,NaN,NaN,NaN,NaN,22185822.999,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,22645195.148,NaN,NaN,19938046.043,20018639.76,21953938.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484024.873,NaN,NaN,NaN,NaN,NaN,22186572.975,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,22645895.695,NaN,NaN,19937793.809,20019175.115,21954475.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484038.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22974746.44,NaN,NaN
NaN,NaN,NaN,22646599.218,NaN,NaN,19937541.173,20019708.747,21955017.795,NaN,NaN,NaN,NaN,NaN,NaN,23235038.469,NaN,NaN,NaN,NaN,19484055.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,22647300.359,NaN,NaN,19937289.554,20020239.731,21955555.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484070.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20391195.059,NaN,NaN,22648001.758,NaN,NaN,19937040.478,20020777.058,21956099.992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484083.157,23859192.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20390760.47,NaN,NaN,NaN,NaN,NaN,19936786.892,20021323.071,21956639.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484099.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19936535.238,20021859.469,21957184.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484120.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20022400.43,21957724.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484138.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20022935.685,21958266.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484152.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19935786.519,20023470.761,21958803.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484177.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19935532.775,20024003.774,21959342.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484198.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20024540.141,21959885.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484207.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20025076.835,21960426.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484225.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20025614.25,21960970.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484244.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,20026147.821,21961509.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484269.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19934280.369,20026684.834,21962053.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484290.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19934022.031,20027222.545,21962594.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484312.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19933772.223,20027760.295,21963144.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484317.5,NaN,NaN,NaN,NaN,NaN,22199380.85,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19933519.343,20028292.322,21963685.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484337.428,NaN,NaN,NaN,NaN,NaN,22200127.898,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19933265.612,20028820.575,21964229.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484354.233,NaN,NaN,NaN,NaN,NaN,22200880.653,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19933010.56,20029351.441,21964780.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484379.243,NaN,NaN,NaN,NaN,NaN,22201627.256,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19932757.056,20029887.503,21965330.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484396.266,NaN,NaN,NaN,NaN,NaN,22202378.976,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19932507.488,20030414.731,21965903.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484417.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19932254.739,20030949.157,21966464.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484433.718,NaN,NaN,NaN,NaN,NaN,22203877.077,NaN,NaN,NaN,NaN,NaN
20382788.469,NaN,NaN,NaN,NaN,NaN,19932004.782,20031488.861,21967014.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484453.629,NaN,NaN,NaN,NaN,NaN,22204625.447,NaN,NaN,22963847.287,NaN,NaN
20382374.354,NaN,NaN,NaN,NaN,NaN,19931753.184,NaN,21967563.808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484476.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20381953.891,NaN,NaN,NaN,NaN,NaN,19931508.266,NaN,21968114.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484491.173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20381535.849,NaN,NaN,NaN,NaN,NaN,19931257.79,NaN,21968663.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484508.13,NaN,NaN,NaN,NaN,NaN,22206877.908,NaN,NaN,NaN,NaN,NaN
20381126.253,NaN,NaN,NaN,NaN,NaN,19931010.939,20033609.512,21969213.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484529.647,NaN,NaN,NaN,NaN,NaN,22207624.499,NaN,NaN,NaN,NaN,NaN
20380709.908,NaN,NaN,NaN,NaN,NaN,19930764.625,20034141.822,21969764.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484549.326,NaN,NaN,NaN,NaN,NaN,22208370.303,NaN,NaN,NaN,NaN,NaN
20380293.542,NaN,NaN,NaN,NaN,NaN,19930517.238,NaN,21970316.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484566.628,NaN,NaN,NaN,NaN,NaN,22209119.45,NaN,NaN,22961015.165,NaN,NaN
20379880.53,NaN,NaN,NaN,NaN,NaN,19930262.329,NaN,21970870.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484586.477,NaN,NaN,NaN,NaN,NaN,22209864.147,NaN,NaN,22960545.292,NaN,NaN
20379464.177,NaN,NaN,NaN,NaN,NaN,19930014.03,20035756.604,21971423.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484606.445,NaN,NaN,NaN,NaN,NaN,22210607.679,NaN,NaN,NaN,NaN,NaN
20379046.794,NaN,NaN,NaN,NaN,NaN,19929761.294,20036282.048,21971977.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484627.904,NaN,NaN,NaN,NaN,NaN,22211352.293,NaN,NaN,NaN,NaN,NaN
20378630.178,NaN,NaN,NaN,NaN,NaN,19929516.817,20036804.817,21972530.087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484647.937,NaN,NaN,NaN,NaN,NaN,22212097.168,NaN,NaN,NaN,NaN,NaN
20378216.604,NaN,NaN,NaN,NaN,NaN,19929266.777,20037338.82,21973085.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484668.027,NaN,NaN,NaN,NaN,NaN,22212838.741,NaN,NaN,NaN,NaN,NaN
20377800.992,NaN,NaN,NaN,NaN,NaN,19929018.316,20037874.001,21973635.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484688.199,NaN,NaN,NaN,NaN,NaN,22213579.874,NaN,NaN,NaN,NaN,NaN
20377385.149,NaN,NaN,NaN,NaN,NaN,19928763.596,20038405.299,21974186.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484708.533,NaN,NaN,NaN,NaN,NaN,22214321.818,NaN,NaN,NaN,NaN,NaN
20376966.13,NaN,NaN,NaN,NaN,NaN,19928514.66,20038938.682,21974740.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484728.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20376545.658,NaN,NaN,NaN,NaN,NaN,19928263.76,20039476.847,21975289.843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484749.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20376126.626,NaN,NaN,NaN,NaN,NaN,19928010.837,20040000.17,21975842.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484769.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20375705.749,NaN,NaN,NaN,NaN,NaN,19927762.141,20040531.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484790.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20375289.91,NaN,NaN,NaN,NaN,NaN,19927513.514,20041064.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484810.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20374873.5,NaN,NaN,NaN,NaN,NaN,19927264.718,20041598.257,21977498.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484831.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20374458.538,NaN,NaN,NaN,NaN,NaN,19927015.996,20042131.435,21978051.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484852.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20374042.355,NaN,NaN,NaN,NaN,NaN,19926767.91,20042665.364,21978606.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484873.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20373626.525,NaN,NaN,NaN,NaN,NaN,19926517.984,20043197.949,21979159.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484894.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20373209.683,NaN,NaN,NaN,NaN,NaN,19926270.976,20043729.74,21979713.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484915.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20372795.223,NaN,NaN,NaN,NaN,NaN,19926024.697,20044263.651,21980267.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484936.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20372379.218,NaN,NaN,NaN,NaN,NaN,19925777.414,20044795.773,21980821.907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484957.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20371959.117,NaN,NaN,NaN,NaN,NaN,19925530.921,20045329.916,21981373.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484974.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20371543.588,NaN,NaN,NaN,NaN,NaN,19925282.936,20045864.974,21981924.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19484996.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20371127.885,NaN,NaN,NaN,NaN,NaN,19925037.281,20046396.233,21982474.639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485021.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20370711.204,NaN,NaN,NaN,NaN,NaN,19924792.899,20046926.764,21983022.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485041.928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20370295.701,NaN,NaN,NaN,NaN,NaN,19924544.081,20047460.622,21983572.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485060.329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20369879.322,NaN,NaN,NaN,NaN,NaN,19924296.039,20047996.619,21984122.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485084.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20369465.952,NaN,NaN,NaN,NaN,NaN,19924049.271,20048532.589,21984670.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485111.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20369047.61,NaN,NaN,22685302.091,NaN,NaN,19923799.955,20049069.607,21985218.433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485131.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20368632.765,NaN,NaN,22686011.072,NaN,NaN,19923553.768,20049605.005,21985767.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485152.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20368218.061,NaN,NaN,NaN,NaN,NaN,19923307.135,20050138.018,21986319.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485176.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20367802.009,NaN,NaN,NaN,NaN,NaN,19923056.332,20050670.882,21986869.546,NaN,NaN,NaN,NaN,NaN,NaN,23263764.747,NaN,NaN,NaN,NaN,19485192.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20367386.759,NaN,NaN,NaN,NaN,NaN,19922807.902,20051203.659,21987417.945,NaN,NaN,NaN,NaN,NaN,NaN,23264253.021,NaN,NaN,NaN,NaN,19485219.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19922559.629,20051738.814,21987968.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485242.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20366557.581,NaN,NaN,NaN,NaN,NaN,19922313.498,20052274.802,21988519.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485264.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20366141.834,NaN,NaN,NaN,NaN,NaN,19922064.736,20052808.656,21989071.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485288.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20365728.722,NaN,NaN,NaN,NaN,NaN,19921816.507,20053338.427,21989622.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485312.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20365313.52,NaN,NaN,NaN,NaN,NaN,19921567.946,20053868.146,21990174.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485338.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20364900.133,NaN,NaN,NaN,NaN,NaN,19921322.321,20054400.626,21990726.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485360.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20364075.946,NaN,NaN,NaN,NaN,NaN,19920828.611,20055471.516,21991828.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485411.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22942447.47,NaN,NaN
20363663.127,NaN,NaN,NaN,NaN,NaN,19920582.606,20056005.715,21992380.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485431.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22941967.703,NaN,NaN
20363248.802,NaN,NaN,NaN,NaN,NaN,19920337.396,20056538.099,21992937.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485455.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22941494.317,NaN,NaN
20362835.541,NaN,NaN,NaN,NaN,NaN,19920092.709,20057072.752,21993490.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485480.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22941028.68,NaN,NaN
20362420.462,NaN,NaN,NaN,NaN,NaN,19919846.294,20057609.704,21994047.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485504.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22940557.712,NaN,NaN
20362004.165,NaN,NaN,NaN,NaN,NaN,19919599.644,20058142.223,21994601.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485529.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22940079.153,NaN,NaN
20361588.117,NaN,NaN,NaN,NaN,NaN,19919354.669,20058671.929,21995154.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485553.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22939604.961,NaN,NaN
20361173.674,NaN,NaN,NaN,NaN,NaN,19919105.301,20059202.669,21995704.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485576.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20360758.11,NaN,NaN,NaN,NaN,NaN,19918862.29,20059729.29,21996254.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485602.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20360340.697,NaN,NaN,NaN,NaN,NaN,19918612.673,20060261.993,21996806.992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485629.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20359917.424,NaN,NaN,NaN,NaN,NaN,19918364.405,20060796.018,21997361.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485657.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20359502.074,NaN,NaN,NaN,NaN,NaN,19918116.572,20061333.528,21997918.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485681.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20359091.335,NaN,NaN,22702220.195,NaN,NaN,19917870.306,20061868.94,21998473.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485708.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20358674.838,NaN,NaN,22702918.657,NaN,NaN,19917621.475,20062403.139,21999029.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485735.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20358266.987,NaN,NaN,NaN,NaN,NaN,19917377.651,20062939.192,21999585.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19485763.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
