pr_1,pr_2,pr_3,pr_4,pr_5,pr_6,pr_7,pr_8,pr_9,pr_10,pr_11,pr_12,pr_13,pr_14,pr_15,pr_16,pr_17,pr_18,pr_19,pr_20,pr_21,pr_22,pr_23,pr_24,pr_25,pr_26,pr_27,pr_28,pr_29,pr_30,pr_31,pr_32
NaN,NaN,NaN,NaN,NaN,NaN,21022522.199,21485306.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705471.239,NaN,NaN,NaN,NaN,NaN,23753510.696,NaN,NaN,23941273.743,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21485846.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705549.511,NaN,NaN,NaN,NaN,NaN,23754241.433,NaN,NaN,23940812.045,NaN,NaN
21392218.612,NaN,NaN,NaN,NaN,NaN,NaN,21486391.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705626.162,NaN,NaN,NaN,NaN,NaN,23754975.842,NaN,NaN,NaN,NaN,NaN
21391836.351,NaN,NaN,NaN,NaN,NaN,NaN,21486935.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705699.723,NaN,NaN,NaN,NaN,NaN,23755704.668,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21487478.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705777.241,NaN,NaN,NaN,NaN,NaN,23756434.419,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21488016.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705852.028,NaN,NaN,NaN,NaN,NaN,23757163.41,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21488565.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20705933.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21489107.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706015.131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21020809.835,21489650.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21020599.359,21490191.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706163.973,NaN,NaN,NaN,NaN,NaN,23760082.614,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21020391.95,21490736.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23760819.227,NaN,NaN,NaN,NaN,NaN
21388808.521,NaN,NaN,NaN,NaN,NaN,21020186.491,21491279.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706311.584,NaN,NaN,NaN,NaN,NaN,23761550.4,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21491823.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706392.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21492371.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706468.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21492912.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706549.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21387296.093,NaN,NaN,NaN,NaN,NaN,NaN,21493452.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706628.083,NaN,NaN,NaN,NaN,NaN,23764489.509,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21019130.622,21493998.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706704.607,NaN,NaN,NaN,NaN,NaN,23765202.036,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21494535.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21495083.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20706860.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21495622.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23767414.528,NaN,NaN,NaN,NaN,NaN
21385419.156,NaN,NaN,NaN,NaN,NaN,NaN,21496169.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707008.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21496713.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707086.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21497252.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21497797.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707228.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21498342.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707320.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21498885.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23771797.617,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21499428.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707473.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21499980.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21500525.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707623.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21501068.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707708.836,NaN,NaN,NaN,NaN,NaN,23774732.368,NaN,NaN,NaN,NaN,NaN
21381634.958,NaN,NaN,NaN,NaN,NaN,21016175.563,21501623.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21502171.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20707867.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21015760.287,21502724.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21015548.407,21503272.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708023.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21015341.7,21503821.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708099.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21015134.828,21504369.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21014932.03,21504920.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708256.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21014729.311,21505470.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708328.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21014518.682,21506019.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708416.949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21014308.119,21506568.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708490.986,NaN,NaN,NaN,NaN,NaN,23782154.29,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21014101.496,21507118.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708570.31,NaN,NaN,NaN,NaN,NaN,23782892.173,NaN,NaN,NaN,NaN,NaN
21377440.746,NaN,NaN,NaN,NaN,NaN,21013894.719,21507670.199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708651.279,NaN,NaN,NaN,NaN,NaN,23783631.281,NaN,NaN,NaN,NaN,NaN
21377053.142,NaN,NaN,24221918.484,NaN,NaN,21013690.888,21508220.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708726.485,NaN,NaN,NaN,NaN,NaN,23784368.924,NaN,NaN,NaN,NaN,NaN
21376666.122,NaN,NaN,24222606.568,NaN,NaN,21013481.341,21508770.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708800.744,NaN,NaN,NaN,NaN,NaN,23785107.858,NaN,NaN,NaN,NaN,NaN
21376283.435,NaN,NaN,24223310.479,NaN,NaN,21013274.883,21509320.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708884.615,NaN,NaN,NaN,NaN,NaN,23785846.425,NaN,NaN,NaN,NaN,NaN
21375916.234,NaN,NaN,24224011.734,NaN,NaN,21013068.835,21509869.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20708969.711,NaN,NaN,NaN,NaN,NaN,23786587.627,NaN,NaN,NaN,NaN,NaN
21375535.641,NaN,NaN,24224711.993,NaN,NaN,21012861.806,21510418.896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709045.728,NaN,NaN,NaN,NaN,NaN,23787328.188,NaN,NaN,NaN,NaN,NaN
21375158.031,NaN,NaN,24225409.653,NaN,NaN,21012654.323,21510965.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709125.855,NaN,NaN,NaN,NaN,NaN,23788067.759,NaN,NaN,NaN,NaN,NaN
21374780.788,NaN,NaN,24226109.224,NaN,NaN,21012446.709,21511515.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709213.512,NaN,NaN,NaN,NaN,NaN,23788804.451,NaN,NaN,NaN,NaN,NaN
21374408.173,NaN,NaN,24226807.69,NaN,NaN,21012239.981,21512060.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709296.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21374025.307,NaN,NaN,NaN,NaN,NaN,21012036.136,21512605.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709375.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21373648.256,NaN,NaN,NaN,NaN,NaN,21011832.61,21513153.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709454.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21373271.178,NaN,NaN,NaN,NaN,NaN,NaN,21513699.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709534.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21372894.62,NaN,NaN,NaN,NaN,NaN,NaN,21514243.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709618.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21372517.416,NaN,NaN,NaN,NaN,NaN,21011215.919,21514787.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709700.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21372143,NaN,NaN,NaN,NaN,NaN,21011008.737,21515334.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709779.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21371768.221,NaN,NaN,NaN,NaN,NaN,21010803.775,21515879.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709858.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21371395.031,NaN,NaN,NaN,NaN,NaN,21010599.507,21516427.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20709937.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21371018.316,NaN,NaN,NaN,NaN,NaN,21010397.451,21516972.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710024.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21370643.332,NaN,NaN,NaN,NaN,NaN,21010188.978,21517512.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710103.159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21009983.925,21518056.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710191.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21369909.546,NaN,NaN,NaN,NaN,NaN,21009782.139,21518602.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710278.228,NaN,NaN,NaN,NaN,NaN,23798316.774,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21009574.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710358.107,NaN,NaN,NaN,NaN,NaN,23799037.664,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21519698.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710434.347,NaN,NaN,NaN,NaN,NaN,23799768.261,NaN,NaN,NaN,NaN,NaN
21368778.737,NaN,NaN,NaN,NaN,NaN,NaN,21520238.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710519.351,NaN,NaN,NaN,NaN,NaN,23800498.278,NaN,NaN,NaN,NaN,NaN
21368407.096,NaN,NaN,NaN,NaN,NaN,NaN,21520781.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710601.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710686.001,NaN,NaN,NaN,NaN,NaN,23801960.021,NaN,NaN,NaN,NaN,NaN
21367658.486,NaN,NaN,NaN,NaN,NaN,21008512.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710768.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21522413.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710850.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21366912.258,NaN,NaN,NaN,NaN,NaN,21008102.272,21522966.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20710933.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21007899.313,21523506.677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711016.342,NaN,NaN,NaN,NaN,NaN,23804908.358,NaN,NaN,23908455.489,NaN,NaN
21366155.115,NaN,NaN,NaN,NaN,NaN,21007694.365,21524059.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711100.365,NaN,NaN,NaN,NaN,NaN,23805635.744,NaN,NaN,23907988.609,NaN,NaN
21365779.782,NaN,NaN,NaN,NaN,NaN,21007488.867,21524611.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711187.201,NaN,NaN,NaN,NaN,NaN,23806376.842,NaN,NaN,23907517.662,NaN,NaN
21365398.608,NaN,NaN,NaN,NaN,NaN,21007279.87,21525159.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711267.106,NaN,NaN,NaN,NaN,NaN,23807102.596,NaN,NaN,23907051.323,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21007074.934,21525711.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711351.063,NaN,NaN,NaN,NaN,NaN,23807837.146,NaN,NaN,23906580.939,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21006872.036,21526269.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711434.693,NaN,NaN,NaN,NaN,NaN,23808582.615,NaN,NaN,23906105.185,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21006667.838,21526815.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711518.236,NaN,NaN,NaN,NaN,NaN,23809323.996,NaN,NaN,23905628.1,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21006462.375,21527368.41,NaN,NaN,NaN,NaN,NaN,25403049.019,NaN,NaN,NaN,NaN,NaN,NaN,20711600.348,NaN,NaN,NaN,NaN,NaN,23810062.179,NaN,NaN,23905149.807,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21006260.363,21527917.935,NaN,NaN,NaN,NaN,NaN,25402831.231,NaN,NaN,NaN,NaN,NaN,NaN,20711685.322,NaN,NaN,NaN,NaN,NaN,23810803.814,NaN,NaN,23904671.811,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21006056.33,21528470.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711768.808,NaN,NaN,NaN,NaN,NaN,23811539.493,NaN,NaN,23904202.509,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21005843.294,21529019.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711850.872,NaN,NaN,NaN,NaN,NaN,23812278.61,NaN,NaN,23903735.633,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21005644.688,21529569.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20711934.289,NaN,NaN,NaN,NaN,NaN,23813015.389,NaN,NaN,23903270.096,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21005438.453,21530117.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712018.246,NaN,NaN,NaN,NaN,NaN,23813754.126,NaN,NaN,23902804.882,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21005233.404,21530668.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712102.199,NaN,NaN,NaN,NaN,NaN,23814496.799,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21005029.075,21531221.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712186.335,NaN,NaN,NaN,NaN,NaN,23815231.579,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21004825.1,21531774.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712270.589,NaN,NaN,NaN,NaN,NaN,23815971.425,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21004622.777,21532325.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712354.835,NaN,NaN,NaN,NaN,NaN,23816714.22,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21004421.419,21532875.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712439.298,NaN,NaN,NaN,NaN,NaN,23817453.437,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21004221.88,21533426.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712523.761,NaN,NaN,NaN,NaN,NaN,23818191.852,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21004018.21,21533978.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712608.12,NaN,NaN,NaN,NaN,NaN,23818930.755,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21003816.241,21534531.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712692.693,NaN,NaN,NaN,NaN,NaN,23819670.396,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21003617.139,21535082.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712777.802,NaN,NaN,NaN,NaN,NaN,23820409.539,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21003419.162,21535635.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712862.784,NaN,NaN,NaN,NaN,NaN,23821148.682,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21003217.559,21536190.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20712947.968,NaN,NaN,NaN,NaN,NaN,23821888.301,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21003015.189,21536742.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713033.199,NaN,NaN,NaN,NaN,NaN,23822624.033,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21002817.862,21537288.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713118.639,NaN,NaN,NaN,NaN,NaN,23823366.714,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21002611.932,21537839.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713204.669,NaN,NaN,NaN,NaN,NaN,23824103.541,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21002408.009,21538392.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713290.258,NaN,NaN,NaN,NaN,NaN,23824843.443,NaN,NaN,NaN,NaN,NaN
21355953.246,NaN,NaN,NaN,NaN,NaN,21002206.036,21538942.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713379.494,NaN,NaN,NaN,NaN,NaN,23825581.657,NaN,NaN,NaN,NaN,NaN
21355579.493,NaN,NaN,NaN,NaN,NaN,21002006.026,21539490.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713459.403,NaN,NaN,NaN,NaN,NaN,23826315.404,NaN,NaN,23894842.858,NaN,NaN
21355206.425,NaN,NaN,NaN,NaN,NaN,21001800.58,21540038.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713548.731,NaN,NaN,NaN,NaN,NaN,23827051.607,NaN,NaN,23894362.781,NaN,NaN
21354834.853,NaN,NaN,NaN,NaN,NaN,21001598.437,21540586.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713630.088,NaN,NaN,NaN,NaN,NaN,23827783.573,NaN,NaN,23893892.807,NaN,NaN
